Overriding config with config/train_capote_char.py:
# train a miniature character-level small GPT

out_dir = 'out-capote-char'
eval_interval = 120 # keep frequent because we'll overfit
eval_iters = 20
log_interval = 1 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like

dataset = 'capote_char'
gradient_accumulation_steps = 1
batch_size = 10
block_size = 32 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 3
n_head = 4
n_embd = 64
dropout = 0.01

learning_rate = 2.5e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 50 # not super necessary potentially

device = 'cpu'  # run on cpu only
compile = False # do not torch compile the model


tokens per iteration will be: 320
found vocab_size = 87 (inside data/capote_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 0.15M
num decayed parameter tensors: 14, with 155,072 parameters
iter 151: loss 2.9141, time 11.46ms, mfu 0.01%
iter 152: loss 2.6099, time 11.00ms, mfu 0.01%
iter 153: loss 2.4183, time 11.58ms, mfu 0.01%
iter 154: loss 2.7211, time 11.33ms, mfu 0.01%
iter 155: loss 2.7301, time 11.29ms, mfu 0.01%
iter 156: loss 2.7564, time 12.09ms, mfu 0.01%
iter 157: loss 2.7590, time 12.34ms, mfu 0.01%
iter 158: loss 2.6033, time 11.60ms, mfu 0.01%
iter 159: loss 2.6514, time 13.61ms, mfu 0.01%
iter 160: loss 2.5692, time 11.81ms, mfu 0.01%
iter 161: loss 2.8188, time 12.40ms, mfu 0.01%
iter 162: loss 2.6550, time 12.39ms, mfu 0.01%
iter 163: loss 2.5820, time 12.15ms, mfu 0.01%
iter 164: loss 2.6206, time 13.44ms, mfu 0.01%
iter 165: loss 2.5926, time 48.49ms, mfu 0.01%
iter 166: loss 2.6826, time 30.07ms, mfu 0.01%
iter 167: loss 2.5368, time 29.67ms, mfu 0.01%
iter 168: loss 2.7037, time 30.05ms, mfu 0.01%
iter 169: loss 2.5633, time 11.39ms, mfu 0.01%
iter 170: loss 2.6876, time 11.04ms, mfu 0.01%
iter 171: loss 2.4552, time 10.84ms, mfu 0.01%
iter 172: loss 2.9111, time 11.53ms, mfu 0.01%
iter 173: loss 2.6195, time 15.85ms, mfu 0.01%
iter 174: loss 2.7277, time 10.84ms, mfu 0.01%
iter 175: loss 2.6411, time 10.77ms, mfu 0.01%
iter 176: loss 2.5293, time 12.23ms, mfu 0.01%
iter 177: loss 2.4828, time 10.76ms, mfu 0.01%
iter 178: loss 2.6825, time 11.05ms, mfu 0.01%
iter 179: loss 2.4883, time 11.75ms, mfu 0.01%
iter 180: loss 2.6656, time 11.22ms, mfu 0.01%
iter 181: loss 2.6069, time 10.78ms, mfu 0.01%
iter 182: loss 2.5801, time 12.05ms, mfu 0.01%
iter 183: loss 2.6751, time 32.02ms, mfu 0.01%
iter 184: loss 2.5908, time 10.95ms, mfu 0.01%
iter 185: loss 2.7674, time 30.23ms, mfu 0.01%
iter 186: loss 2.5781, time 11.02ms, mfu 0.01%
iter 187: loss 2.5458, time 11.17ms, mfu 0.01%
iter 188: loss 2.5530, time 10.95ms, mfu 0.01%
iter 189: loss 2.6296, time 10.98ms, mfu 0.01%
iter 190: loss 2.5260, time 11.28ms, mfu 0.01%
iter 191: loss 2.6424, time 10.51ms, mfu 0.01%
iter 192: loss 2.6277, time 10.80ms, mfu 0.01%
iter 193: loss 2.4987, time 11.30ms, mfu 0.01%
iter 194: loss 2.5106, time 11.02ms, mfu 0.01%
iter 195: loss 2.6122, time 10.67ms, mfu 0.01%
iter 196: loss 2.5758, time 11.26ms, mfu 0.01%
iter 197: loss 2.5943, time 10.83ms, mfu 0.01%
iter 198: loss 2.6002, time 11.34ms, mfu 0.01%
iter 199: loss 2.4914, time 30.22ms, mfu 0.01%
iter 200: loss 2.7431, time 11.16ms, mfu 0.01%
iter 201: loss 2.6269, time 11.43ms, mfu 0.01%
iter 202: loss 2.4847, time 11.22ms, mfu 0.01%
iter 203: loss 2.4979, time 10.86ms, mfu 0.01%
iter 204: loss 2.6512, time 11.48ms, mfu 0.01%
iter 205: loss 2.6155, time 11.63ms, mfu 0.01%
iter 206: loss 2.4934, time 11.14ms, mfu 0.01%
iter 207: loss 2.6119, time 11.58ms, mfu 0.01%
iter 208: loss 2.6232, time 11.05ms, mfu 0.01%
iter 209: loss 2.5885, time 10.53ms, mfu 0.01%
iter 210: loss 2.5718, time 12.26ms, mfu 0.01%
iter 211: loss 2.5364, time 11.11ms, mfu 0.01%
iter 212: loss 2.5621, time 12.52ms, mfu 0.01%
iter 213: loss 2.4452, time 10.74ms, mfu 0.01%
iter 214: loss 2.5228, time 11.23ms, mfu 0.01%
iter 215: loss 2.3906, time 11.67ms, mfu 0.01%
iter 216: loss 2.5556, time 10.68ms, mfu 0.01%
iter 217: loss 2.4879, time 11.08ms, mfu 0.01%
iter 218: loss 2.5279, time 11.79ms, mfu 0.01%
iter 219: loss 2.6384, time 10.65ms, mfu 0.01%
iter 220: loss 2.6234, time 32.89ms, mfu 0.01%
iter 221: loss 2.5673, time 33.03ms, mfu 0.01%
iter 222: loss 2.4663, time 32.69ms, mfu 0.01%
iter 223: loss 2.5642, time 31.73ms, mfu 0.01%
iter 224: loss 2.6159, time 13.10ms, mfu 0.01%
iter 225: loss 2.6527, time 12.65ms, mfu 0.01%
iter 226: loss 2.7295, time 36.54ms, mfu 0.01%
iter 227: loss 2.5456, time 35.00ms, mfu 0.01%
iter 228: loss 2.5923, time 14.40ms, mfu 0.01%
iter 229: loss 2.4639, time 19.96ms, mfu 0.01%
iter 230: loss 2.5670, time 15.47ms, mfu 0.01%
iter 231: loss 2.4176, time 16.25ms, mfu 0.01%
iter 232: loss 2.5836, time 16.79ms, mfu 0.01%
iter 233: loss 2.5127, time 15.55ms, mfu 0.01%
iter 234: loss 2.6102, time 15.90ms, mfu 0.01%
iter 235: loss 2.4479, time 17.30ms, mfu 0.01%
iter 236: loss 2.5975, time 50.25ms, mfu 0.01%
iter 237: loss 2.6217, time 30.38ms, mfu 0.01%
iter 238: loss 2.6188, time 10.87ms, mfu 0.01%
iter 239: loss 2.4734, time 12.00ms, mfu 0.01%
step 240: train loss 2.5594, val loss 2.6177
saving checkpoint to out-capote-char
iter 240: loss 2.5556, time 158.89ms, mfu 0.01%
iter 241: loss 2.5079, time 11.37ms, mfu 0.01%
iter 242: loss 2.5171, time 11.71ms, mfu 0.01%
iter 243: loss 2.5547, time 11.15ms, mfu 0.01%
iter 244: loss 2.6408, time 10.67ms, mfu 0.01%
iter 245: loss 2.5539, time 11.34ms, mfu 0.01%
iter 246: loss 2.4624, time 11.40ms, mfu 0.01%
iter 247: loss 2.6005, time 10.79ms, mfu 0.01%
iter 248: loss 2.4416, time 11.18ms, mfu 0.01%
iter 249: loss 2.5450, time 12.48ms, mfu 0.01%
iter 250: loss 2.5673, time 50.20ms, mfu 0.01%
iter 251: loss 2.5347, time 50.59ms, mfu 0.01%
iter 252: loss 2.5589, time 16.42ms, mfu 0.01%
iter 253: loss 2.5893, time 33.24ms, mfu 0.01%
iter 254: loss 2.5272, time 32.12ms, mfu 0.01%
iter 255: loss 2.5972, time 11.07ms, mfu 0.01%
iter 256: loss 2.5180, time 12.15ms, mfu 0.01%
iter 257: loss 2.4897, time 11.93ms, mfu 0.01%
iter 258: loss 2.4496, time 10.71ms, mfu 0.01%
iter 259: loss 2.5658, time 11.87ms, mfu 0.01%
iter 260: loss 2.5673, time 12.85ms, mfu 0.01%
iter 261: loss 2.6015, time 12.05ms, mfu 0.01%
iter 262: loss 2.6258, time 11.39ms, mfu 0.01%
iter 263: loss 2.4399, time 11.41ms, mfu 0.01%
iter 264: loss 2.4784, time 11.83ms, mfu 0.01%
iter 265: loss 2.4704, time 11.20ms, mfu 0.01%
iter 266: loss 2.5048, time 11.85ms, mfu 0.01%
iter 267: loss 2.5835, time 11.76ms, mfu 0.01%
iter 268: loss 2.6419, time 12.48ms, mfu 0.01%
iter 269: loss 2.4034, time 31.04ms, mfu 0.01%
iter 270: loss 2.5430, time 11.51ms, mfu 0.01%
iter 271: loss 2.5251, time 11.81ms, mfu 0.01%
iter 272: loss 2.6494, time 11.07ms, mfu 0.01%
iter 273: loss 2.6090, time 10.90ms, mfu 0.01%
iter 274: loss 2.5672, time 11.77ms, mfu 0.01%
iter 275: loss 2.4374, time 11.39ms, mfu 0.01%
iter 276: loss 2.4835, time 11.36ms, mfu 0.01%
iter 277: loss 2.5569, time 11.99ms, mfu 0.01%
iter 278: loss 2.4664, time 10.73ms, mfu 0.01%
iter 279: loss 2.4838, time 11.42ms, mfu 0.01%
iter 280: loss 2.5285, time 12.40ms, mfu 0.01%
iter 281: loss 2.5825, time 11.76ms, mfu 0.01%
iter 282: loss 2.5129, time 10.96ms, mfu 0.01%
iter 283: loss 2.6079, time 11.97ms, mfu 0.01%
iter 284: loss 2.5229, time 11.44ms, mfu 0.01%
iter 285: loss 2.6303, time 11.22ms, mfu 0.01%
iter 286: loss 2.5420, time 12.79ms, mfu 0.01%
iter 287: loss 2.5734, time 30.96ms, mfu 0.01%
iter 288: loss 2.5990, time 33.33ms, mfu 0.01%
iter 289: loss 2.6453, time 21.81ms, mfu 0.01%
iter 290: loss 2.6493, time 22.40ms, mfu 0.01%
iter 291: loss 2.5153, time 22.00ms, mfu 0.01%
iter 292: loss 2.5369, time 19.91ms, mfu 0.01%
iter 293: loss 2.6898, time 20.83ms, mfu 0.01%
iter 294: loss 2.6789, time 21.58ms, mfu 0.01%
iter 295: loss 2.3569, time 21.85ms, mfu 0.01%
iter 296: loss 2.4417, time 20.17ms, mfu 0.01%
iter 297: loss 2.4597, time 20.95ms, mfu 0.01%
iter 298: loss 2.6154, time 20.59ms, mfu 0.01%
iter 299: loss 2.5589, time 20.55ms, mfu 0.01%
iter 300: loss 2.5874, time 29.71ms, mfu 0.01%
iter 301: loss 2.6425, time 10.55ms, mfu 0.01%
iter 302: loss 2.5466, time 33.04ms, mfu 0.01%
iter 303: loss 2.4032, time 30.50ms, mfu 0.01%
iter 304: loss 2.4900, time 12.12ms, mfu 0.01%
iter 305: loss 2.8082, time 12.29ms, mfu 0.01%
iter 306: loss 2.4984, time 11.14ms, mfu 0.01%
iter 307: loss 2.6135, time 11.16ms, mfu 0.01%
iter 308: loss 2.7342, time 14.18ms, mfu 0.01%
iter 309: loss 2.5761, time 32.53ms, mfu 0.01%
iter 310: loss 2.7353, time 10.72ms, mfu 0.01%
iter 311: loss 2.5490, time 11.23ms, mfu 0.01%
iter 312: loss 2.5197, time 11.62ms, mfu 0.01%
iter 313: loss 2.5478, time 11.41ms, mfu 0.01%
iter 314: loss 2.5214, time 11.58ms, mfu 0.01%
iter 315: loss 2.4783, time 12.30ms, mfu 0.01%
iter 316: loss 2.5378, time 13.50ms, mfu 0.01%
iter 317: loss 2.4505, time 13.53ms, mfu 0.01%
iter 318: loss 2.4869, time 33.83ms, mfu 0.01%
iter 319: loss 2.6764, time 13.83ms, mfu 0.01%
iter 320: loss 2.4740, time 13.20ms, mfu 0.01%
iter 321: loss 2.4758, time 14.65ms, mfu 0.01%
iter 322: loss 2.6759, time 36.26ms, mfu 0.01%
iter 323: loss 2.4644, time 35.15ms, mfu 0.01%
iter 324: loss 2.5397, time 20.45ms, mfu 0.01%
iter 325: loss 2.4265, time 15.68ms, mfu 0.01%
iter 326: loss 2.5160, time 16.22ms, mfu 0.01%
iter 327: loss 2.3988, time 33.50ms, mfu 0.01%
iter 328: loss 2.5776, time 32.24ms, mfu 0.01%
iter 329: loss 2.5346, time 11.40ms, mfu 0.01%
iter 330: loss 2.4471, time 11.31ms, mfu 0.01%
iter 331: loss 2.5687, time 11.13ms, mfu 0.01%
iter 332: loss 2.6329, time 11.23ms, mfu 0.01%
iter 333: loss 2.4211, time 11.29ms, mfu 0.01%
iter 334: loss 2.4130, time 12.31ms, mfu 0.01%
iter 335: loss 2.5288, time 11.37ms, mfu 0.01%
iter 336: loss 2.5008, time 12.10ms, mfu 0.01%
iter 337: loss 2.4568, time 12.54ms, mfu 0.01%
iter 338: loss 2.5012, time 10.94ms, mfu 0.01%
iter 339: loss 2.4395, time 11.73ms, mfu 0.01%
iter 340: loss 2.5170, time 12.17ms, mfu 0.01%
iter 341: loss 2.5031, time 33.53ms, mfu 0.01%
iter 342: loss 2.5863, time 32.61ms, mfu 0.01%
iter 343: loss 2.5030, time 33.75ms, mfu 0.01%
iter 344: loss 2.5869, time 31.50ms, mfu 0.01%
iter 345: loss 2.5001, time 13.12ms, mfu 0.01%
iter 346: loss 2.4487, time 31.30ms, mfu 0.01%
iter 347: loss 2.4911, time 11.26ms, mfu 0.01%
iter 348: loss 2.4825, time 11.74ms, mfu 0.01%
iter 349: loss 2.5181, time 10.85ms, mfu 0.01%
iter 350: loss 2.4902, time 11.00ms, mfu 0.01%
iter 351: loss 2.5927, time 11.94ms, mfu 0.01%
iter 352: loss 2.5237, time 11.98ms, mfu 0.01%
iter 353: loss 2.3794, time 12.46ms, mfu 0.01%
iter 354: loss 2.5751, time 13.54ms, mfu 0.01%
iter 355: loss 2.3881, time 11.42ms, mfu 0.01%
iter 356: loss 2.4694, time 10.54ms, mfu 0.01%
iter 357: loss 2.4025, time 11.33ms, mfu 0.01%
iter 358: loss 2.3632, time 32.43ms, mfu 0.01%
iter 359: loss 2.5190, time 32.00ms, mfu 0.01%
step 360: train loss 2.5243, val loss 2.5154
saving checkpoint to out-capote-char
iter 360: loss 2.5135, time 121.91ms, mfu 0.01%
iter 361: loss 2.4867, time 11.52ms, mfu 0.01%
iter 362: loss 2.5790, time 10.56ms, mfu 0.01%
iter 363: loss 2.3972, time 11.04ms, mfu 0.01%
iter 364: loss 2.4570, time 11.74ms, mfu 0.01%
iter 365: loss 2.3146, time 11.01ms, mfu 0.01%
iter 366: loss 2.5266, time 10.69ms, mfu 0.01%
iter 367: loss 2.4319, time 11.94ms, mfu 0.01%
iter 368: loss 2.5871, time 11.12ms, mfu 0.01%
iter 369: loss 2.3837, time 10.92ms, mfu 0.01%
iter 370: loss 2.7651, time 11.24ms, mfu 0.01%
iter 371: loss 2.4841, time 11.27ms, mfu 0.01%
iter 372: loss 2.4154, time 11.79ms, mfu 0.01%
iter 373: loss 2.4264, time 11.63ms, mfu 0.01%
iter 374: loss 2.5260, time 10.97ms, mfu 0.01%
iter 375: loss 2.5990, time 10.93ms, mfu 0.01%
iter 376: loss 2.4476, time 13.11ms, mfu 0.01%
iter 377: loss 2.5813, time 31.79ms, mfu 0.01%
iter 378: loss 2.5367, time 17.58ms, mfu 0.01%
iter 379: loss 2.4013, time 16.26ms, mfu 0.01%
iter 380: loss 2.4292, time 10.87ms, mfu 0.01%
iter 381: loss 2.4804, time 10.60ms, mfu 0.01%
iter 382: loss 2.5889, time 11.74ms, mfu 0.01%
iter 383: loss 2.3669, time 12.53ms, mfu 0.01%
iter 384: loss 2.3789, time 11.24ms, mfu 0.01%
iter 385: loss 2.4947, time 10.96ms, mfu 0.01%
iter 386: loss 2.3017, time 11.82ms, mfu 0.01%
iter 387: loss 2.5221, time 12.27ms, mfu 0.01%
iter 388: loss 2.4935, time 10.96ms, mfu 0.01%
iter 389: loss 2.3662, time 10.96ms, mfu 0.01%
iter 390: loss 2.4876, time 11.56ms, mfu 0.01%
iter 391: loss 2.5636, time 10.40ms, mfu 0.01%
iter 392: loss 2.5102, time 11.78ms, mfu 0.01%
iter 393: loss 2.4844, time 11.64ms, mfu 0.01%
iter 394: loss 2.4690, time 10.62ms, mfu 0.01%
iter 395: loss 2.3906, time 11.16ms, mfu 0.01%
iter 396: loss 2.6357, time 12.07ms, mfu 0.01%
iter 397: loss 2.4874, time 10.55ms, mfu 0.01%
iter 398: loss 2.4674, time 10.93ms, mfu 0.01%
iter 399: loss 2.2643, time 11.59ms, mfu 0.01%
iter 400: loss 2.5869, time 10.47ms, mfu 0.01%
iter 401: loss 2.4402, time 12.24ms, mfu 0.01%
iter 402: loss 2.3363, time 14.60ms, mfu 0.01%
iter 403: loss 2.4792, time 32.47ms, mfu 0.01%
iter 404: loss 2.6095, time 32.26ms, mfu 0.01%
iter 405: loss 2.4691, time 32.05ms, mfu 0.01%
iter 406: loss 2.4873, time 31.76ms, mfu 0.01%
iter 407: loss 2.3698, time 11.00ms, mfu 0.01%
iter 408: loss 2.4216, time 11.43ms, mfu 0.01%
iter 409: loss 2.5379, time 12.33ms, mfu 0.01%
iter 410: loss 2.3542, time 11.35ms, mfu 0.01%
iter 411: loss 2.4979, time 11.70ms, mfu 0.01%
iter 412: loss 2.4563, time 12.48ms, mfu 0.01%
iter 413: loss 2.2396, time 11.22ms, mfu 0.01%
iter 414: loss 2.4735, time 12.03ms, mfu 0.01%
iter 415: loss 2.4755, time 12.09ms, mfu 0.01%
iter 416: loss 2.5139, time 12.11ms, mfu 0.01%
iter 417: loss 2.4132, time 11.78ms, mfu 0.01%
iter 418: loss 2.5572, time 12.57ms, mfu 0.01%
iter 419: loss 2.4821, time 11.50ms, mfu 0.01%
iter 420: loss 2.5342, time 12.58ms, mfu 0.01%
iter 421: loss 2.5278, time 11.11ms, mfu 0.01%
iter 422: loss 2.5264, time 11.62ms, mfu 0.01%
iter 423: loss 2.4108, time 30.79ms, mfu 0.01%
iter 424: loss 2.3587, time 11.70ms, mfu 0.01%
iter 425: loss 2.4743, time 11.46ms, mfu 0.01%
iter 426: loss 2.4415, time 12.28ms, mfu 0.01%
