Overriding config with config/train_aurebours_char.py:
# train a miniature character-level small GPT

out_dir = 'out-aurebours-char'
eval_interval = 120 # keep frequent because we'll overfit
eval_iters = 20
log_interval = 1 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like

dataset = 'aurebours_char'
gradient_accumulation_steps = 1
batch_size = 10
block_size = 32 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 3
n_head = 4
n_embd = 64
dropout = 0.01

learning_rate = 2.5e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 50 # not super necessary potentially

device = 'cpu'  # run on cpu only
compile = False # do not torch compile the model


tokens per iteration will be: 320
found vocab_size = 94 (inside data/aurebours_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 0.15M
num decayed parameter tensors: 14, with 155,520 parameters
iter 151: loss 2.4379, time 12.28ms, mfu 0.01%
iter 152: loss 2.5207, time 31.16ms, mfu 0.01%
iter 153: loss 2.6335, time 11.46ms, mfu 0.01%
iter 154: loss 2.6816, time 11.58ms, mfu 0.01%
iter 155: loss 2.4804, time 11.67ms, mfu 0.01%
iter 156: loss 2.5071, time 13.13ms, mfu 0.01%
iter 157: loss 2.4088, time 11.92ms, mfu 0.01%
iter 158: loss 2.5056, time 11.80ms, mfu 0.01%
iter 159: loss 2.5891, time 11.07ms, mfu 0.01%
iter 160: loss 2.4435, time 11.82ms, mfu 0.01%
iter 161: loss 2.4724, time 11.57ms, mfu 0.01%
iter 162: loss 2.4989, time 10.20ms, mfu 0.01%
iter 163: loss 2.7787, time 11.55ms, mfu 0.01%
iter 164: loss 2.5235, time 12.10ms, mfu 0.01%
iter 165: loss 2.5068, time 10.68ms, mfu 0.01%
iter 166: loss 2.5571, time 11.66ms, mfu 0.01%
iter 167: loss 2.4298, time 10.86ms, mfu 0.01%
iter 168: loss 2.4742, time 10.53ms, mfu 0.01%
iter 169: loss 2.4671, time 11.81ms, mfu 0.01%
iter 170: loss 2.4918, time 11.35ms, mfu 0.01%
iter 171: loss 2.5115, time 10.83ms, mfu 0.01%
iter 172: loss 2.3545, time 11.47ms, mfu 0.01%
iter 173: loss 2.5916, time 10.97ms, mfu 0.01%
iter 174: loss 2.4918, time 11.29ms, mfu 0.01%
iter 175: loss 2.4849, time 11.75ms, mfu 0.01%
iter 176: loss 2.3293, time 11.19ms, mfu 0.01%
iter 177: loss 2.4964, time 12.17ms, mfu 0.01%
iter 178: loss 2.5017, time 12.65ms, mfu 0.01%
iter 179: loss 2.3797, time 12.87ms, mfu 0.01%
iter 180: loss 2.3742, time 13.07ms, mfu 0.01%
iter 181: loss 2.5178, time 12.13ms, mfu 0.01%
iter 182: loss 2.4051, time 11.93ms, mfu 0.01%
iter 183: loss 2.4449, time 12.91ms, mfu 0.01%
iter 184: loss 2.4742, time 11.93ms, mfu 0.01%
iter 185: loss 2.3714, time 30.55ms, mfu 0.01%
iter 186: loss 2.6665, time 11.79ms, mfu 0.01%
iter 187: loss 2.4840, time 31.89ms, mfu 0.01%
iter 188: loss 2.4427, time 30.09ms, mfu 0.01%
iter 189: loss 2.4600, time 30.36ms, mfu 0.01%
iter 190: loss 2.6381, time 30.77ms, mfu 0.01%
iter 191: loss 2.5637, time 10.38ms, mfu 0.01%
iter 192: loss 2.3659, time 11.81ms, mfu 0.01%
iter 193: loss 2.5012, time 11.33ms, mfu 0.01%
iter 194: loss 2.3796, time 10.78ms, mfu 0.01%
iter 195: loss 2.5602, time 11.43ms, mfu 0.01%
iter 196: loss 2.3512, time 10.94ms, mfu 0.01%
iter 197: loss 2.4906, time 10.48ms, mfu 0.01%
iter 198: loss 2.4537, time 12.02ms, mfu 0.01%
iter 199: loss 2.3722, time 12.35ms, mfu 0.01%
iter 200: loss 2.4738, time 11.20ms, mfu 0.01%
iter 201: loss 2.4047, time 11.63ms, mfu 0.01%
iter 202: loss 2.4604, time 11.30ms, mfu 0.01%
iter 203: loss 2.4461, time 10.74ms, mfu 0.01%
iter 204: loss 2.4643, time 11.57ms, mfu 0.01%
iter 205: loss 2.3969, time 11.51ms, mfu 0.01%
iter 206: loss 2.4458, time 12.22ms, mfu 0.01%
iter 207: loss 2.4746, time 17.97ms, mfu 0.01%
iter 208: loss 2.4642, time 33.83ms, mfu 0.01%
iter 209: loss 2.4084, time 11.50ms, mfu 0.01%
iter 210: loss 2.4985, time 12.09ms, mfu 0.01%
iter 211: loss 2.4591, time 11.39ms, mfu 0.01%
iter 212: loss 2.5679, time 10.98ms, mfu 0.01%
iter 213: loss 2.3617, time 11.76ms, mfu 0.01%
iter 214: loss 2.4053, time 11.03ms, mfu 0.01%
iter 215: loss 2.4785, time 11.05ms, mfu 0.01%
iter 216: loss 2.4861, time 33.22ms, mfu 0.01%
iter 217: loss 2.4507, time 30.57ms, mfu 0.01%
iter 218: loss 2.4011, time 31.91ms, mfu 0.01%
iter 219: loss 2.5113, time 30.83ms, mfu 0.01%
iter 220: loss 2.3954, time 11.83ms, mfu 0.01%
iter 221: loss 2.4775, time 12.12ms, mfu 0.01%
iter 222: loss 2.6247, time 10.84ms, mfu 0.01%
iter 223: loss 2.4114, time 12.21ms, mfu 0.01%
iter 224: loss 2.3396, time 11.57ms, mfu 0.01%
iter 225: loss 2.4625, time 11.77ms, mfu 0.01%
iter 226: loss 2.4106, time 12.16ms, mfu 0.01%
iter 227: loss 2.5900, time 12.75ms, mfu 0.01%
iter 228: loss 2.6600, time 11.81ms, mfu 0.01%
iter 229: loss 2.5117, time 11.22ms, mfu 0.01%
iter 230: loss 2.4441, time 12.04ms, mfu 0.01%
iter 231: loss 2.3942, time 11.58ms, mfu 0.01%
iter 232: loss 2.4145, time 11.11ms, mfu 0.01%
iter 233: loss 2.3803, time 12.22ms, mfu 0.01%
iter 234: loss 2.3676, time 11.18ms, mfu 0.01%
iter 235: loss 2.3922, time 10.87ms, mfu 0.01%
iter 236: loss 2.6438, time 11.41ms, mfu 0.01%
iter 237: loss 2.3597, time 11.33ms, mfu 0.01%
iter 238: loss 2.5273, time 10.98ms, mfu 0.01%
iter 239: loss 2.6019, time 11.04ms, mfu 0.01%
step 240: train loss 2.4248, val loss 2.4293
saving checkpoint to out-aurebours-char
iter 240: loss 2.3763, time 163.97ms, mfu 0.01%
iter 241: loss 2.4122, time 12.91ms, mfu 0.01%
iter 242: loss 2.4679, time 11.67ms, mfu 0.01%
iter 243: loss 2.3706, time 32.04ms, mfu 0.01%
iter 244: loss 2.6744, time 34.61ms, mfu 0.01%
iter 245: loss 2.4215, time 33.11ms, mfu 0.01%
iter 246: loss 2.3872, time 39.05ms, mfu 0.01%
iter 247: loss 2.3420, time 16.52ms, mfu 0.01%
iter 248: loss 2.3661, time 36.70ms, mfu 0.01%
iter 249: loss 2.5924, time 34.43ms, mfu 0.01%
iter 250: loss 2.5444, time 15.88ms, mfu 0.01%
iter 251: loss 2.3711, time 33.00ms, mfu 0.01%
iter 252: loss 2.4091, time 14.30ms, mfu 0.01%
iter 253: loss 2.4417, time 10.94ms, mfu 0.01%
iter 254: loss 2.4606, time 11.70ms, mfu 0.01%
iter 255: loss 2.4666, time 11.97ms, mfu 0.01%
iter 256: loss 2.3165, time 10.82ms, mfu 0.01%
iter 257: loss 2.4312, time 11.46ms, mfu 0.01%
iter 258: loss 2.3850, time 12.06ms, mfu 0.01%
iter 259: loss 2.3970, time 11.28ms, mfu 0.01%
iter 260: loss 2.4993, time 12.14ms, mfu 0.01%
iter 261: loss 2.3959, time 15.46ms, mfu 0.01%
iter 262: loss 2.4552, time 14.11ms, mfu 0.01%
iter 263: loss 2.4686, time 14.44ms, mfu 0.01%
iter 264: loss 2.4534, time 13.66ms, mfu 0.01%
iter 265: loss 2.3643, time 12.55ms, mfu 0.01%
iter 266: loss 2.4871, time 13.69ms, mfu 0.01%
iter 267: loss 2.4189, time 13.47ms, mfu 0.01%
iter 268: loss 2.6692, time 12.36ms, mfu 0.01%
iter 269: loss 2.4600, time 32.56ms, mfu 0.01%
iter 270: loss 2.3601, time 30.92ms, mfu 0.01%
iter 271: loss 2.4318, time 11.55ms, mfu 0.01%
iter 272: loss 2.3625, time 11.97ms, mfu 0.01%
iter 273: loss 2.3562, time 11.12ms, mfu 0.01%
iter 274: loss 2.3583, time 11.04ms, mfu 0.01%
iter 275: loss 2.2526, time 11.36ms, mfu 0.01%
iter 276: loss 2.4220, time 12.02ms, mfu 0.01%
iter 277: loss 2.4039, time 10.95ms, mfu 0.01%
iter 278: loss 2.4699, time 11.12ms, mfu 0.01%
iter 279: loss 2.4302, time 11.57ms, mfu 0.01%
iter 280: loss 2.4832, time 10.99ms, mfu 0.01%
iter 281: loss 2.4803, time 10.85ms, mfu 0.01%
iter 282: loss 2.4463, time 11.14ms, mfu 0.01%
iter 283: loss 2.4594, time 10.84ms, mfu 0.01%
iter 284: loss 2.3178, time 10.87ms, mfu 0.01%
iter 285: loss 2.5188, time 12.03ms, mfu 0.01%
iter 286: loss 2.4102, time 11.22ms, mfu 0.01%
iter 287: loss 2.4425, time 11.60ms, mfu 0.01%
iter 288: loss 2.4306, time 12.24ms, mfu 0.01%
iter 289: loss 2.4088, time 10.99ms, mfu 0.01%
iter 290: loss 2.5182, time 11.89ms, mfu 0.01%
iter 291: loss 2.3598, time 11.50ms, mfu 0.01%
iter 292: loss 2.4055, time 11.13ms, mfu 0.01%
iter 293: loss 2.3433, time 10.58ms, mfu 0.01%
iter 294: loss 2.5217, time 30.22ms, mfu 0.01%
iter 295: loss 2.3529, time 13.60ms, mfu 0.01%
iter 296: loss 2.3547, time 11.09ms, mfu 0.01%
iter 297: loss 2.4882, time 11.33ms, mfu 0.01%
iter 298: loss 2.4575, time 12.95ms, mfu 0.01%
iter 299: loss 2.4417, time 12.19ms, mfu 0.01%
iter 300: loss 2.3872, time 13.29ms, mfu 0.01%
iter 301: loss 2.4289, time 11.97ms, mfu 0.01%
iter 302: loss 2.5480, time 11.98ms, mfu 0.01%
iter 303: loss 2.3747, time 12.31ms, mfu 0.01%
iter 304: loss 2.3662, time 11.96ms, mfu 0.01%
iter 305: loss 2.3014, time 11.45ms, mfu 0.01%
iter 306: loss 2.3884, time 12.01ms, mfu 0.01%
iter 307: loss 2.4690, time 11.39ms, mfu 0.01%
iter 308: loss 2.3194, time 10.37ms, mfu 0.01%
iter 309: loss 2.3487, time 12.12ms, mfu 0.01%
iter 310: loss 2.4434, time 11.45ms, mfu 0.01%
iter 311: loss 2.3529, time 10.69ms, mfu 0.01%
iter 312: loss 2.4708, time 30.84ms, mfu 0.01%
iter 313: loss 2.4432, time 33.17ms, mfu 0.01%
iter 314: loss 2.4243, time 30.84ms, mfu 0.01%
iter 315: loss 2.4004, time 32.41ms, mfu 0.01%
iter 316: loss 2.3657, time 31.48ms, mfu 0.01%
iter 317: loss 2.3603, time 35.95ms, mfu 0.01%
iter 318: loss 2.3513, time 31.69ms, mfu 0.01%
iter 319: loss 2.4083, time 11.71ms, mfu 0.01%
iter 320: loss 2.2582, time 11.56ms, mfu 0.01%
iter 321: loss 2.3483, time 12.02ms, mfu 0.01%
iter 322: loss 2.3941, time 12.25ms, mfu 0.01%
iter 323: loss 2.3481, time 11.27ms, mfu 0.01%
iter 324: loss 2.4155, time 11.88ms, mfu 0.01%
iter 325: loss 2.3689, time 12.28ms, mfu 0.01%
iter 326: loss 2.3917, time 12.07ms, mfu 0.01%
iter 327: loss 2.3636, time 11.72ms, mfu 0.01%
iter 328: loss 2.4211, time 13.50ms, mfu 0.01%
iter 329: loss 2.4250, time 34.51ms, mfu 0.01%
iter 330: loss 2.4378, time 33.48ms, mfu 0.01%
iter 331: loss 2.3985, time 14.71ms, mfu 0.01%
iter 332: loss 2.3527, time 15.41ms, mfu 0.01%
iter 333: loss 2.5300, time 31.86ms, mfu 0.01%
iter 334: loss 2.4022, time 12.24ms, mfu 0.01%
iter 335: loss 2.3723, time 11.50ms, mfu 0.01%
iter 336: loss 2.3025, time 12.80ms, mfu 0.01%
iter 337: loss 2.4170, time 12.05ms, mfu 0.01%
iter 338: loss 2.3700, time 12.14ms, mfu 0.01%
iter 339: loss 2.4722, time 12.34ms, mfu 0.01%
iter 340: loss 2.4653, time 11.99ms, mfu 0.01%
iter 341: loss 2.4271, time 11.72ms, mfu 0.01%
iter 342: loss 2.3429, time 11.24ms, mfu 0.01%
iter 343: loss 2.4059, time 12.05ms, mfu 0.01%
iter 344: loss 2.2823, time 11.91ms, mfu 0.01%
iter 345: loss 2.3860, time 12.14ms, mfu 0.01%
iter 346: loss 2.4253, time 11.61ms, mfu 0.01%
iter 347: loss 2.4344, time 11.89ms, mfu 0.01%
iter 348: loss 2.2119, time 11.38ms, mfu 0.01%
iter 349: loss 2.2603, time 10.97ms, mfu 0.01%
iter 350: loss 2.3677, time 11.86ms, mfu 0.01%
iter 351: loss 2.5081, time 11.74ms, mfu 0.01%
iter 352: loss 2.4197, time 32.92ms, mfu 0.01%
iter 353: loss 2.4301, time 29.59ms, mfu 0.01%
iter 354: loss 2.3927, time 12.34ms, mfu 0.01%
iter 355: loss 2.3320, time 11.91ms, mfu 0.01%
iter 356: loss 2.3748, time 11.68ms, mfu 0.01%
iter 357: loss 2.3780, time 11.80ms, mfu 0.01%
iter 358: loss 2.3484, time 13.40ms, mfu 0.01%
iter 359: loss 2.3774, time 11.94ms, mfu 0.01%
step 360: train loss 2.3832, val loss 2.3633
saving checkpoint to out-aurebours-char
iter 360: loss 2.3307, time 134.80ms, mfu 0.01%
iter 361: loss 2.3098, time 11.45ms, mfu 0.01%
iter 362: loss 2.4711, time 11.43ms, mfu 0.01%
iter 363: loss 2.4552, time 31.33ms, mfu 0.01%
iter 364: loss 2.2424, time 31.03ms, mfu 0.01%
iter 365: loss 2.2436, time 32.27ms, mfu 0.01%
iter 366: loss 2.4170, time 34.15ms, mfu 0.01%
iter 367: loss 2.4245, time 14.91ms, mfu 0.01%
iter 368: loss 2.5167, time 14.70ms, mfu 0.01%
iter 369: loss 2.2597, time 35.67ms, mfu 0.01%
iter 370: loss 2.2786, time 17.01ms, mfu 0.01%
iter 371: loss 2.3236, time 17.29ms, mfu 0.01%
iter 372: loss 2.3968, time 31.22ms, mfu 0.01%
iter 373: loss 2.3592, time 31.16ms, mfu 0.01%
iter 374: loss 2.3168, time 11.17ms, mfu 0.01%
iter 375: loss 2.2583, time 11.61ms, mfu 0.01%
iter 376: loss 2.3064, time 12.91ms, mfu 0.01%
iter 377: loss 2.2773, time 11.18ms, mfu 0.01%
iter 378: loss 2.4014, time 11.33ms, mfu 0.01%
iter 379: loss 2.2053, time 12.82ms, mfu 0.01%
iter 380: loss 2.3127, time 11.78ms, mfu 0.01%
iter 381: loss 2.2434, time 12.23ms, mfu 0.01%
iter 382: loss 2.3558, time 11.58ms, mfu 0.01%
iter 383: loss 2.2644, time 13.68ms, mfu 0.01%
iter 384: loss 2.3512, time 18.42ms, mfu 0.01%
iter 385: loss 2.4503, time 32.45ms, mfu 0.01%
iter 386: loss 2.3297, time 12.25ms, mfu 0.01%
iter 387: loss 2.2256, time 11.49ms, mfu 0.01%
iter 388: loss 2.2154, time 12.74ms, mfu 0.01%
iter 389: loss 2.3231, time 11.35ms, mfu 0.01%
iter 390: loss 2.3333, time 11.45ms, mfu 0.01%
iter 391: loss 2.2711, time 11.16ms, mfu 0.01%
iter 392: loss 2.2335, time 11.84ms, mfu 0.01%
iter 393: loss 2.2743, time 11.05ms, mfu 0.01%
iter 394: loss 2.3325, time 11.07ms, mfu 0.01%
iter 395: loss 2.2966, time 12.30ms, mfu 0.01%
iter 396: loss 2.2680, time 12.11ms, mfu 0.01%
iter 397: loss 2.3110, time 11.03ms, mfu 0.01%
iter 398: loss 2.3631, time 11.72ms, mfu 0.01%
iter 399: loss 2.2227, time 11.80ms, mfu 0.01%
iter 400: loss 2.3411, time 12.40ms, mfu 0.01%
iter 401: loss 2.3479, time 11.63ms, mfu 0.01%
iter 402: loss 2.2906, time 13.02ms, mfu 0.01%
iter 403: loss 2.4278, time 32.51ms, mfu 0.01%
iter 404: loss 2.3565, time 12.31ms, mfu 0.01%
iter 405: loss 2.3570, time 11.83ms, mfu 0.01%
iter 406: loss 2.3468, time 12.68ms, mfu 0.01%
iter 407: loss 2.3508, time 12.17ms, mfu 0.01%
iter 408: loss 2.3422, time 12.22ms, mfu 0.01%
iter 409: loss 2.2844, time 11.94ms, mfu 0.01%
iter 410: loss 2.4342, time 12.33ms, mfu 0.01%
iter 411: loss 2.4081, time 12.73ms, mfu 0.01%
iter 412: loss 2.3562, time 12.93ms, mfu 0.01%
iter 413: loss 2.2944, time 12.38ms, mfu 0.01%
iter 414: loss 2.3459, time 14.26ms, mfu 0.01%
iter 415: loss 2.3217, time 13.34ms, mfu 0.01%
iter 416: loss 2.4868, time 13.23ms, mfu 0.01%
iter 417: loss 2.3931, time 12.78ms, mfu 0.01%
iter 418: loss 2.3343, time 13.05ms, mfu 0.01%
iter 419: loss 2.4393, time 13.86ms, mfu 0.01%
iter 420: loss 2.3319, time 24.49ms, mfu 0.01%
iter 421: loss 2.3345, time 16.78ms, mfu 0.01%
iter 422: loss 2.2709, time 15.70ms, mfu 0.01%
iter 423: loss 2.2704, time 13.02ms, mfu 0.01%
iter 424: loss 2.4007, time 13.65ms, mfu 0.01%
iter 425: loss 2.3961, time 13.42ms, mfu 0.01%
