Overriding config with config/train_capote_wordscramble_char.py:
# train a miniature character-level small GPT

out_dir = 'out-capote-wordscramble-char'
eval_interval = 120 # keep frequent because we'll overfit
eval_iters = 20
log_interval = 1 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like

dataset = 'capote_wordscramble_char'
gradient_accumulation_steps = 1
batch_size = 10
block_size = 32 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 3
n_head = 4
n_embd = 64
dropout = 0.01

learning_rate = 2.5e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 50 # not super necessary potentially

device = 'cpu'  # run on cpu only
compile = False # do not torch compile the model


tokens per iteration will be: 320
found vocab_size = 91 (inside data/capote_wordscramble_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 0.15M
num decayed parameter tensors: 14, with 155,328 parameters
iter 150: loss 2.7052, time 15.68ms, mfu 0.01%
iter 151: loss 2.7143, time 17.20ms, mfu 0.01%
iter 152: loss 2.7860, time 14.98ms, mfu 0.01%
iter 153: loss 2.6872, time 15.01ms, mfu 0.01%
iter 154: loss 2.5975, time 15.87ms, mfu 0.01%
iter 155: loss 2.6638, time 14.78ms, mfu 0.01%
iter 156: loss 2.6974, time 15.01ms, mfu 0.01%
iter 157: loss 2.5733, time 20.35ms, mfu 0.01%
iter 158: loss 2.7876, time 15.06ms, mfu 0.01%
iter 159: loss 2.5597, time 15.14ms, mfu 0.01%
iter 160: loss 2.7909, time 15.21ms, mfu 0.01%
iter 161: loss 2.6471, time 33.51ms, mfu 0.01%
iter 162: loss 2.6122, time 14.45ms, mfu 0.01%
iter 163: loss 2.6771, time 16.81ms, mfu 0.01%
iter 164: loss 2.6773, time 15.06ms, mfu 0.01%
iter 165: loss 2.6574, time 15.77ms, mfu 0.01%
iter 166: loss 2.5846, time 17.27ms, mfu 0.01%
iter 167: loss 2.7490, time 16.65ms, mfu 0.01%
iter 168: loss 2.5479, time 16.79ms, mfu 0.01%
iter 169: loss 2.5466, time 14.87ms, mfu 0.01%
iter 170: loss 2.5388, time 13.96ms, mfu 0.01%
iter 171: loss 2.6778, time 14.79ms, mfu 0.01%
iter 172: loss 2.6511, time 14.98ms, mfu 0.01%
iter 173: loss 2.8402, time 15.08ms, mfu 0.01%
iter 174: loss 3.0013, time 14.38ms, mfu 0.01%
iter 175: loss 2.7415, time 15.35ms, mfu 0.01%
iter 176: loss 2.6599, time 14.61ms, mfu 0.01%
iter 177: loss 2.7139, time 13.28ms, mfu 0.01%
iter 178: loss 2.6471, time 14.56ms, mfu 0.01%
iter 179: loss 2.7196, time 13.87ms, mfu 0.01%
iter 180: loss 2.6684, time 13.45ms, mfu 0.01%
iter 181: loss 2.7952, time 14.40ms, mfu 0.01%
iter 182: loss 2.5564, time 35.71ms, mfu 0.01%
iter 183: loss 2.6200, time 35.67ms, mfu 0.01%
iter 184: loss 2.6304, time 16.37ms, mfu 0.01%
iter 185: loss 2.6161, time 15.06ms, mfu 0.01%
iter 186: loss 2.6998, time 15.88ms, mfu 0.01%
iter 187: loss 2.5384, time 34.63ms, mfu 0.01%
iter 188: loss 2.6581, time 51.52ms, mfu 0.01%
iter 189: loss 2.5090, time 33.57ms, mfu 0.01%
iter 190: loss 2.5946, time 14.49ms, mfu 0.01%
iter 191: loss 2.7061, time 14.62ms, mfu 0.01%
iter 192: loss 2.5955, time 33.32ms, mfu 0.01%
iter 193: loss 2.5902, time 14.57ms, mfu 0.01%
iter 194: loss 2.6982, time 34.98ms, mfu 0.01%
iter 195: loss 2.6708, time 51.46ms, mfu 0.00%
iter 196: loss 2.5261, time 34.62ms, mfu 0.00%
iter 197: loss 2.5635, time 15.92ms, mfu 0.00%
iter 198: loss 2.6995, time 34.78ms, mfu 0.00%
iter 199: loss 2.5971, time 15.80ms, mfu 0.00%
iter 200: loss 2.7045, time 41.68ms, mfu 0.00%
iter 201: loss 2.6543, time 69.69ms, mfu 0.00%
iter 202: loss 2.6316, time 49.29ms, mfu 0.00%
iter 203: loss 2.5752, time 54.93ms, mfu 0.00%
iter 204: loss 2.5633, time 68.48ms, mfu 0.00%
iter 205: loss 2.5892, time 42.80ms, mfu 0.00%
iter 206: loss 2.6706, time 14.85ms, mfu 0.00%
iter 207: loss 2.4924, time 41.28ms, mfu 0.00%
iter 208: loss 2.7638, time 32.00ms, mfu 0.00%
iter 209: loss 2.6133, time 27.33ms, mfu 0.00%
iter 210: loss 2.7044, time 27.04ms, mfu 0.00%
iter 211: loss 2.7880, time 27.63ms, mfu 0.00%
iter 212: loss 2.6271, time 25.22ms, mfu 0.00%
iter 213: loss 2.6404, time 26.15ms, mfu 0.00%
iter 214: loss 2.5172, time 27.52ms, mfu 0.00%
iter 215: loss 2.7429, time 24.07ms, mfu 0.00%
iter 216: loss 2.6529, time 26.06ms, mfu 0.00%
iter 217: loss 2.8556, time 25.05ms, mfu 0.00%
iter 218: loss 2.6720, time 27.40ms, mfu 0.00%
iter 219: loss 2.7270, time 25.69ms, mfu 0.00%
iter 220: loss 2.7436, time 25.83ms, mfu 0.00%
iter 221: loss 2.6835, time 29.20ms, mfu 0.00%
iter 222: loss 2.7132, time 25.69ms, mfu 0.00%
iter 223: loss 2.7149, time 28.54ms, mfu 0.00%
iter 224: loss 2.7085, time 40.84ms, mfu 0.00%
iter 225: loss 2.6448, time 42.70ms, mfu 0.00%
iter 226: loss 2.6001, time 37.70ms, mfu 0.00%
iter 227: loss 2.6540, time 20.54ms, mfu 0.00%
iter 228: loss 2.6104, time 17.44ms, mfu 0.00%
iter 229: loss 2.4889, time 19.05ms, mfu 0.00%
iter 230: loss 2.7363, time 25.15ms, mfu 0.00%
iter 231: loss 2.6927, time 18.63ms, mfu 0.00%
iter 232: loss 2.6767, time 17.85ms, mfu 0.00%
iter 233: loss 2.7121, time 38.21ms, mfu 0.00%
iter 234: loss 2.4203, time 36.79ms, mfu 0.00%
iter 235: loss 2.6806, time 42.97ms, mfu 0.00%
iter 236: loss 2.6670, time 16.03ms, mfu 0.00%
iter 237: loss 2.6162, time 15.93ms, mfu 0.00%
iter 238: loss 2.4892, time 14.80ms, mfu 0.00%
iter 239: loss 2.7341, time 15.09ms, mfu 0.00%
step 240: train loss 2.6135, val loss 2.6206
saving checkpoint to out-capote-wordscramble-char
iter 240: loss 2.5530, time 380.91ms, mfu 0.00%
iter 241: loss 2.6463, time 32.74ms, mfu 0.00%
iter 242: loss 2.6574, time 32.70ms, mfu 0.00%
iter 243: loss 2.5703, time 34.90ms, mfu 0.00%
iter 244: loss 2.7094, time 35.02ms, mfu 0.00%
iter 245: loss 2.5779, time 34.46ms, mfu 0.00%
iter 246: loss 2.5798, time 39.34ms, mfu 0.00%
iter 247: loss 2.5077, time 36.75ms, mfu 0.00%
iter 248: loss 2.4989, time 35.57ms, mfu 0.00%
iter 249: loss 2.5423, time 35.10ms, mfu 0.00%
iter 250: loss 2.5824, time 34.13ms, mfu 0.00%
iter 251: loss 2.5185, time 32.45ms, mfu 0.00%
iter 252: loss 2.5295, time 33.65ms, mfu 0.00%
iter 253: loss 2.6933, time 33.85ms, mfu 0.00%
iter 254: loss 2.6254, time 33.73ms, mfu 0.00%
iter 255: loss 2.9778, time 32.14ms, mfu 0.00%
iter 256: loss 2.7715, time 32.64ms, mfu 0.00%
iter 257: loss 2.5350, time 33.07ms, mfu 0.00%
iter 258: loss 2.6548, time 36.21ms, mfu 0.00%
iter 259: loss 2.6551, time 35.29ms, mfu 0.00%
iter 260: loss 2.5618, time 33.43ms, mfu 0.00%
iter 261: loss 2.5096, time 33.39ms, mfu 0.00%
iter 262: loss 2.7041, time 33.31ms, mfu 0.00%
iter 263: loss 2.6129, time 40.99ms, mfu 0.00%
iter 264: loss 2.7539, time 36.91ms, mfu 0.00%
iter 265: loss 2.7765, time 14.90ms, mfu 0.00%
iter 266: loss 2.5549, time 14.73ms, mfu 0.00%
iter 267: loss 2.4880, time 14.29ms, mfu 0.00%
iter 268: loss 2.5787, time 15.14ms, mfu 0.00%
iter 269: loss 2.5902, time 14.55ms, mfu 0.00%
iter 270: loss 2.5961, time 14.90ms, mfu 0.00%
iter 271: loss 2.6732, time 14.00ms, mfu 0.01%
iter 272: loss 2.5167, time 15.58ms, mfu 0.01%
iter 273: loss 2.4851, time 15.15ms, mfu 0.01%
iter 274: loss 2.6043, time 15.22ms, mfu 0.01%
iter 275: loss 2.7776, time 15.22ms, mfu 0.01%
iter 276: loss 2.6245, time 33.53ms, mfu 0.01%
iter 277: loss 2.5992, time 15.30ms, mfu 0.01%
iter 278: loss 2.5350, time 14.72ms, mfu 0.01%
iter 279: loss 2.5662, time 14.99ms, mfu 0.01%
iter 280: loss 2.6323, time 16.04ms, mfu 0.01%
iter 281: loss 2.6687, time 38.35ms, mfu 0.01%
iter 282: loss 2.6355, time 41.22ms, mfu 0.01%
iter 283: loss 2.5418, time 39.94ms, mfu 0.00%
iter 284: loss 2.6531, time 37.99ms, mfu 0.00%
iter 285: loss 2.5426, time 22.67ms, mfu 0.00%
iter 286: loss 2.7855, time 37.54ms, mfu 0.00%
iter 287: loss 2.5891, time 35.40ms, mfu 0.00%
iter 288: loss 2.5745, time 34.15ms, mfu 0.00%
iter 289: loss 2.7066, time 15.58ms, mfu 0.00%
iter 290: loss 2.4950, time 15.74ms, mfu 0.00%
iter 291: loss 2.4754, time 13.79ms, mfu 0.00%
iter 292: loss 2.5867, time 13.97ms, mfu 0.01%
iter 293: loss 2.6412, time 14.47ms, mfu 0.01%
iter 294: loss 2.5769, time 32.38ms, mfu 0.01%
iter 295: loss 2.5566, time 13.77ms, mfu 0.01%
iter 296: loss 2.7028, time 14.14ms, mfu 0.01%
iter 297: loss 2.6470, time 13.90ms, mfu 0.01%
iter 298: loss 2.5585, time 13.83ms, mfu 0.01%
iter 299: loss 2.6118, time 14.64ms, mfu 0.01%
iter 300: loss 2.5444, time 14.57ms, mfu 0.01%
iter 301: loss 2.4622, time 15.22ms, mfu 0.01%
iter 302: loss 2.6564, time 15.14ms, mfu 0.01%
iter 303: loss 2.6162, time 33.02ms, mfu 0.01%
iter 304: loss 2.7164, time 14.90ms, mfu 0.01%
iter 305: loss 2.6828, time 34.00ms, mfu 0.01%
iter 306: loss 2.4381, time 34.99ms, mfu 0.01%
iter 307: loss 2.5948, time 34.20ms, mfu 0.01%
iter 308: loss 2.6336, time 36.27ms, mfu 0.00%
iter 309: loss 2.7061, time 36.20ms, mfu 0.00%
iter 310: loss 2.6970, time 36.58ms, mfu 0.00%
iter 311: loss 2.7286, time 54.73ms, mfu 0.00%
iter 312: loss 2.5516, time 20.28ms, mfu 0.00%
iter 313: loss 2.6705, time 15.66ms, mfu 0.00%
iter 314: loss 2.5708, time 15.89ms, mfu 0.00%
iter 315: loss 2.7686, time 15.77ms, mfu 0.00%
iter 316: loss 2.4648, time 18.08ms, mfu 0.00%
iter 317: loss 2.6076, time 48.34ms, mfu 0.00%
iter 318: loss 2.6647, time 39.69ms, mfu 0.00%
iter 319: loss 2.6026, time 37.28ms, mfu 0.00%
iter 320: loss 2.6556, time 33.65ms, mfu 0.00%
iter 321: loss 2.6217, time 35.28ms, mfu 0.00%
iter 322: loss 2.6403, time 34.65ms, mfu 0.00%
iter 323: loss 2.6918, time 19.22ms, mfu 0.00%
iter 324: loss 2.6097, time 16.60ms, mfu 0.00%
iter 325: loss 2.6027, time 14.75ms, mfu 0.00%
iter 326: loss 2.4914, time 16.99ms, mfu 0.00%
iter 327: loss 2.5442, time 18.65ms, mfu 0.00%
iter 328: loss 2.6420, time 34.81ms, mfu 0.00%
iter 329: loss 2.4379, time 33.65ms, mfu 0.00%
iter 330: loss 2.4724, time 35.76ms, mfu 0.00%
iter 331: loss 2.6542, time 33.53ms, mfu 0.00%
iter 332: loss 2.5878, time 14.54ms, mfu 0.00%
iter 333: loss 2.6362, time 15.01ms, mfu 0.00%
iter 334: loss 2.6133, time 15.30ms, mfu 0.00%
iter 335: loss 2.5573, time 17.61ms, mfu 0.00%
iter 336: loss 2.3412, time 13.89ms, mfu 0.01%
iter 337: loss 2.6229, time 16.45ms, mfu 0.01%
iter 338: loss 2.5307, time 33.39ms, mfu 0.01%
iter 339: loss 2.5643, time 16.11ms, mfu 0.01%
iter 340: loss 2.5904, time 15.03ms, mfu 0.01%
iter 341: loss 2.5720, time 14.38ms, mfu 0.01%
iter 342: loss 2.6734, time 15.70ms, mfu 0.01%
iter 343: loss 2.6874, time 37.50ms, mfu 0.01%
iter 344: loss 2.3159, time 17.87ms, mfu 0.01%
iter 345: loss 2.5967, time 57.92ms, mfu 0.01%
iter 346: loss 2.6737, time 35.35ms, mfu 0.00%
iter 347: loss 2.5909, time 33.77ms, mfu 0.00%
iter 348: loss 2.6943, time 32.49ms, mfu 0.00%
iter 349: loss 2.4801, time 33.94ms, mfu 0.00%
iter 350: loss 2.5915, time 31.76ms, mfu 0.00%
iter 351: loss 2.5234, time 32.17ms, mfu 0.00%
iter 352: loss 2.6480, time 34.99ms, mfu 0.00%
iter 353: loss 2.4379, time 33.24ms, mfu 0.00%
iter 354: loss 2.5134, time 34.33ms, mfu 0.00%
iter 355: loss 2.5101, time 33.45ms, mfu 0.00%
iter 356: loss 2.5694, time 35.77ms, mfu 0.00%
iter 357: loss 2.3813, time 40.15ms, mfu 0.00%
iter 358: loss 2.5979, time 53.64ms, mfu 0.00%
iter 359: loss 2.5909, time 43.32ms, mfu 0.00%
step 360: train loss 2.5392, val loss 2.5382
saving checkpoint to out-capote-wordscramble-char
iter 360: loss 2.6592, time 884.80ms, mfu 0.00%
iter 361: loss 2.6558, time 22.17ms, mfu 0.00%
iter 362: loss 2.5643, time 43.25ms, mfu 0.00%
iter 363: loss 2.5750, time 39.30ms, mfu 0.00%
iter 364: loss 2.5416, time 18.91ms, mfu 0.00%
iter 365: loss 2.4033, time 45.35ms, mfu 0.00%
iter 366: loss 2.5031, time 29.19ms, mfu 0.00%
iter 367: loss 2.5790, time 39.74ms, mfu 0.00%
iter 368: loss 2.5831, time 36.75ms, mfu 0.00%
iter 369: loss 2.5829, time 15.96ms, mfu 0.00%
iter 370: loss 2.6040, time 30.20ms, mfu 0.00%
iter 371: loss 2.4762, time 15.44ms, mfu 0.00%
iter 372: loss 2.4955, time 17.65ms, mfu 0.00%
iter 373: loss 2.6548, time 17.13ms, mfu 0.00%
iter 374: loss 2.4999, time 17.90ms, mfu 0.00%
iter 375: loss 2.4772, time 37.96ms, mfu 0.00%
iter 376: loss 2.4820, time 17.53ms, mfu 0.00%
iter 377: loss 2.4814, time 35.62ms, mfu 0.00%
iter 378: loss 2.5933, time 15.57ms, mfu 0.00%
iter 379: loss 2.5292, time 15.54ms, mfu 0.00%
iter 380: loss 2.5857, time 14.55ms, mfu 0.00%
iter 381: loss 2.4370, time 16.21ms, mfu 0.01%
iter 382: loss 2.5383, time 15.99ms, mfu 0.01%
iter 383: loss 2.6406, time 14.36ms, mfu 0.01%
iter 384: loss 2.6380, time 14.15ms, mfu 0.01%
iter 385: loss 2.5968, time 33.00ms, mfu 0.01%
iter 386: loss 2.6300, time 33.47ms, mfu 0.01%
iter 387: loss 2.6938, time 31.48ms, mfu 0.00%
iter 388: loss 2.5582, time 32.74ms, mfu 0.00%
iter 389: loss 2.5240, time 34.30ms, mfu 0.00%
iter 390: loss 2.6480, time 14.86ms, mfu 0.00%
iter 391: loss 2.3759, time 14.05ms, mfu 0.01%
iter 392: loss 2.6924, time 14.91ms, mfu 0.01%
iter 393: loss 2.3808, time 17.02ms, mfu 0.01%
iter 394: loss 2.3720, time 51.59ms, mfu 0.00%
iter 395: loss 2.4647, time 17.48ms, mfu 0.01%
iter 396: loss 2.3630, time 15.02ms, mfu 0.01%
iter 397: loss 2.4920, time 15.85ms, mfu 0.01%
iter 398: loss 2.4605, time 13.80ms, mfu 0.01%
iter 399: loss 2.4703, time 14.95ms, mfu 0.01%
iter 400: loss 2.4735, time 16.54ms, mfu 0.01%
iter 401: loss 2.4720, time 16.04ms, mfu 0.01%
iter 402: loss 2.4667, time 15.89ms, mfu 0.01%
iter 403: loss 2.6190, time 18.79ms, mfu 0.01%
iter 404: loss 2.3427, time 39.56ms, mfu 0.01%
iter 405: loss 2.4396, time 37.49ms, mfu 0.01%
iter 406: loss 2.5636, time 34.18ms, mfu 0.00%
iter 407: loss 2.5086, time 13.29ms, mfu 0.01%
iter 408: loss 2.4818, time 14.38ms, mfu 0.01%
iter 409: loss 2.4184, time 34.61ms, mfu 0.01%
iter 410: loss 2.4573, time 15.03ms, mfu 0.01%
iter 411: loss 2.4724, time 34.23ms, mfu 0.01%
iter 412: loss 2.5740, time 36.00ms, mfu 0.00%
iter 413: loss 2.6315, time 35.39ms, mfu 0.00%
iter 414: loss 2.5405, time 14.45ms, mfu 0.00%
iter 415: loss 2.4584, time 13.88ms, mfu 0.01%
iter 416: loss 2.4929, time 15.01ms, mfu 0.01%
iter 417: loss 2.4831, time 14.43ms, mfu 0.01%
iter 418: loss 2.3429, time 14.13ms, mfu 0.01%
iter 419: loss 2.5080, time 15.73ms, mfu 0.01%
iter 420: loss 2.4594, time 15.27ms, mfu 0.01%
iter 421: loss 2.3965, time 18.15ms, mfu 0.01%
iter 422: loss 2.6230, time 15.86ms, mfu 0.01%
iter 423: loss 2.4725, time 19.67ms, mfu 0.01%
iter 424: loss 2.5170, time 38.69ms, mfu 0.01%
