Overriding config with config/train_hawaiian_char.py:
# train a miniature character-level small GPT

out_dir = 'out-hawaiian-char'
eval_interval = 120 # keep frequent because we'll overfit
eval_iters = 20
log_interval = 1 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like

dataset = 'hawaiian_char'
gradient_accumulation_steps = 1
batch_size = 10
block_size = 32 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 3
n_head = 4
n_embd = 64
dropout = 0.01

learning_rate = 2.5e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 50 # not super necessary potentially

device = 'cpu'  # run on cpu only
compile = False # do not torch compile the model


tokens per iteration will be: 320
found vocab_size = 54 (inside data/hawaiian_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 0.15M
num decayed parameter tensors: 14, with 152,960 parameters
iter 151: loss 1.9991, time 12.88ms, mfu 0.01%
iter 152: loss 2.0240, time 15.01ms, mfu 0.01%
iter 153: loss 1.9158, time 13.48ms, mfu 0.01%
iter 154: loss 1.9456, time 13.81ms, mfu 0.01%
iter 155: loss 1.9869, time 13.46ms, mfu 0.01%
iter 156: loss 2.0237, time 13.01ms, mfu 0.01%
iter 157: loss 1.9174, time 13.57ms, mfu 0.01%
iter 158: loss 1.9836, time 13.34ms, mfu 0.01%
iter 159: loss 1.8602, time 11.60ms, mfu 0.01%
iter 160: loss 1.9990, time 13.12ms, mfu 0.01%
iter 161: loss 2.0088, time 14.59ms, mfu 0.01%
iter 162: loss 2.1322, time 32.23ms, mfu 0.01%
iter 163: loss 1.9029, time 13.17ms, mfu 0.01%
iter 164: loss 1.9640, time 31.85ms, mfu 0.01%
iter 165: loss 2.0034, time 13.48ms, mfu 0.01%
iter 166: loss 1.9387, time 32.20ms, mfu 0.01%
iter 167: loss 2.0528, time 12.14ms, mfu 0.01%
iter 168: loss 2.0957, time 12.31ms, mfu 0.01%
iter 169: loss 1.9555, time 13.49ms, mfu 0.01%
iter 170: loss 2.0148, time 12.13ms, mfu 0.01%
iter 171: loss 2.0484, time 12.61ms, mfu 0.01%
iter 172: loss 2.1357, time 33.42ms, mfu 0.01%
iter 173: loss 2.0002, time 18.32ms, mfu 0.01%
iter 174: loss 2.0774, time 32.17ms, mfu 0.01%
iter 175: loss 1.9831, time 14.73ms, mfu 0.01%
iter 176: loss 1.9765, time 30.89ms, mfu 0.01%
iter 177: loss 2.0148, time 13.82ms, mfu 0.01%
iter 178: loss 2.0005, time 13.89ms, mfu 0.01%
iter 179: loss 2.0775, time 13.54ms, mfu 0.01%
iter 180: loss 1.9217, time 12.99ms, mfu 0.01%
iter 181: loss 1.9627, time 11.81ms, mfu 0.01%
iter 182: loss 1.9399, time 13.20ms, mfu 0.01%
iter 183: loss 2.0225, time 50.71ms, mfu 0.01%
iter 184: loss 2.0285, time 16.51ms, mfu 0.01%
iter 185: loss 2.0155, time 13.67ms, mfu 0.01%
iter 186: loss 1.9580, time 31.39ms, mfu 0.01%
iter 187: loss 1.9974, time 13.34ms, mfu 0.01%
iter 188: loss 1.9911, time 12.71ms, mfu 0.01%
iter 189: loss 1.9490, time 13.49ms, mfu 0.01%
iter 190: loss 2.0208, time 13.29ms, mfu 0.01%
iter 191: loss 1.8851, time 13.82ms, mfu 0.01%
iter 192: loss 1.8082, time 13.62ms, mfu 0.01%
iter 193: loss 2.0047, time 14.01ms, mfu 0.01%
iter 194: loss 2.0372, time 12.09ms, mfu 0.01%
iter 195: loss 1.9524, time 12.89ms, mfu 0.01%
iter 196: loss 1.9966, time 13.22ms, mfu 0.01%
iter 197: loss 1.9908, time 33.53ms, mfu 0.01%
iter 198: loss 1.9804, time 12.85ms, mfu 0.01%
iter 199: loss 2.0221, time 14.30ms, mfu 0.01%
iter 200: loss 2.0387, time 13.91ms, mfu 0.01%
iter 201: loss 1.9748, time 14.01ms, mfu 0.01%
iter 202: loss 2.0660, time 14.04ms, mfu 0.01%
iter 203: loss 1.9874, time 15.99ms, mfu 0.01%
iter 204: loss 1.8738, time 15.30ms, mfu 0.01%
iter 205: loss 1.8730, time 33.00ms, mfu 0.01%
iter 206: loss 2.0164, time 13.56ms, mfu 0.01%
iter 207: loss 1.9772, time 12.69ms, mfu 0.01%
iter 208: loss 1.9333, time 12.45ms, mfu 0.01%
iter 209: loss 2.0730, time 13.74ms, mfu 0.01%
iter 210: loss 1.9694, time 13.22ms, mfu 0.01%
iter 211: loss 2.0975, time 12.92ms, mfu 0.01%
iter 212: loss 1.9175, time 13.52ms, mfu 0.01%
iter 213: loss 2.0027, time 14.01ms, mfu 0.01%
iter 214: loss 1.9850, time 13.60ms, mfu 0.01%
iter 215: loss 2.0011, time 12.99ms, mfu 0.01%
iter 216: loss 2.0583, time 15.01ms, mfu 0.01%
iter 217: loss 1.9419, time 13.09ms, mfu 0.01%
iter 218: loss 1.9050, time 14.11ms, mfu 0.01%
iter 219: loss 1.9136, time 35.53ms, mfu 0.01%
iter 220: loss 2.0053, time 33.10ms, mfu 0.01%
iter 221: loss 1.9918, time 33.28ms, mfu 0.01%
iter 222: loss 2.0154, time 13.98ms, mfu 0.01%
iter 223: loss 1.8828, time 32.36ms, mfu 0.01%
iter 224: loss 1.9255, time 13.19ms, mfu 0.01%
iter 225: loss 2.0609, time 12.75ms, mfu 0.01%
iter 226: loss 1.9917, time 13.53ms, mfu 0.01%
iter 227: loss 1.9735, time 12.71ms, mfu 0.01%
iter 228: loss 1.9245, time 13.27ms, mfu 0.01%
iter 229: loss 1.9899, time 13.70ms, mfu 0.01%
iter 230: loss 1.8567, time 13.02ms, mfu 0.01%
iter 231: loss 1.9056, time 13.45ms, mfu 0.01%
iter 232: loss 1.9588, time 12.20ms, mfu 0.01%
iter 233: loss 1.8975, time 13.68ms, mfu 0.01%
iter 234: loss 1.9927, time 12.61ms, mfu 0.01%
iter 235: loss 1.9142, time 13.22ms, mfu 0.01%
iter 236: loss 1.9792, time 13.99ms, mfu 0.01%
iter 237: loss 2.0325, time 34.00ms, mfu 0.01%
iter 238: loss 1.9525, time 32.10ms, mfu 0.01%
iter 239: loss 1.9470, time 16.62ms, mfu 0.01%
step 240: train loss 1.9671, val loss 1.9595
saving checkpoint to out-hawaiian-char
iter 240: loss 2.0798, time 272.19ms, mfu 0.01%
iter 241: loss 1.8862, time 16.63ms, mfu 0.01%
iter 242: loss 2.0194, time 33.52ms, mfu 0.01%
iter 243: loss 1.9701, time 34.61ms, mfu 0.01%
iter 244: loss 2.0350, time 32.48ms, mfu 0.01%
iter 245: loss 1.9643, time 12.97ms, mfu 0.01%
iter 246: loss 1.9579, time 13.64ms, mfu 0.01%
iter 247: loss 1.8537, time 12.45ms, mfu 0.01%
iter 248: loss 1.8974, time 13.47ms, mfu 0.01%
iter 249: loss 1.9486, time 13.63ms, mfu 0.01%
iter 250: loss 1.9230, time 12.40ms, mfu 0.01%
iter 251: loss 1.9124, time 12.54ms, mfu 0.01%
iter 252: loss 2.0007, time 12.38ms, mfu 0.01%
iter 253: loss 2.0296, time 13.80ms, mfu 0.01%
iter 254: loss 1.9709, time 13.35ms, mfu 0.01%
iter 255: loss 1.9683, time 13.18ms, mfu 0.01%
iter 256: loss 1.9204, time 13.02ms, mfu 0.01%
iter 257: loss 1.9875, time 13.51ms, mfu 0.01%
iter 258: loss 2.1554, time 13.46ms, mfu 0.01%
iter 259: loss 2.0630, time 13.14ms, mfu 0.01%
iter 260: loss 1.8821, time 12.96ms, mfu 0.01%
iter 261: loss 2.0057, time 12.46ms, mfu 0.01%
iter 262: loss 1.8737, time 31.99ms, mfu 0.01%
iter 263: loss 1.9371, time 12.83ms, mfu 0.01%
iter 264: loss 1.8931, time 31.23ms, mfu 0.01%
iter 265: loss 1.8805, time 32.05ms, mfu 0.01%
iter 266: loss 2.0331, time 32.58ms, mfu 0.01%
iter 267: loss 1.8658, time 12.12ms, mfu 0.01%
iter 268: loss 1.9217, time 13.37ms, mfu 0.01%
iter 269: loss 1.9248, time 12.10ms, mfu 0.01%
iter 270: loss 1.9612, time 15.42ms, mfu 0.01%
iter 271: loss 1.9943, time 13.11ms, mfu 0.01%
iter 272: loss 1.9097, time 12.42ms, mfu 0.01%
iter 273: loss 1.9393, time 12.54ms, mfu 0.01%
iter 274: loss 1.9104, time 12.73ms, mfu 0.01%
iter 275: loss 1.9520, time 13.51ms, mfu 0.01%
iter 276: loss 1.8804, time 13.08ms, mfu 0.01%
iter 277: loss 1.9242, time 16.51ms, mfu 0.01%
iter 278: loss 2.0072, time 21.74ms, mfu 0.01%
iter 279: loss 1.9463, time 32.32ms, mfu 0.01%
iter 280: loss 1.9831, time 33.65ms, mfu 0.01%
iter 281: loss 1.9927, time 33.82ms, mfu 0.01%
iter 282: loss 1.9032, time 17.30ms, mfu 0.01%
iter 283: loss 1.8868, time 32.71ms, mfu 0.01%
iter 284: loss 1.9747, time 12.56ms, mfu 0.01%
iter 285: loss 1.9137, time 32.21ms, mfu 0.01%
iter 286: loss 2.0117, time 12.89ms, mfu 0.01%
iter 287: loss 1.9924, time 12.79ms, mfu 0.01%
iter 288: loss 1.9698, time 12.74ms, mfu 0.01%
iter 289: loss 1.9486, time 12.51ms, mfu 0.01%
iter 290: loss 1.9274, time 12.96ms, mfu 0.01%
iter 291: loss 1.9327, time 32.41ms, mfu 0.01%
iter 292: loss 1.9143, time 12.52ms, mfu 0.01%
iter 293: loss 1.9043, time 13.49ms, mfu 0.01%
iter 294: loss 1.9479, time 33.81ms, mfu 0.01%
iter 295: loss 1.9594, time 34.74ms, mfu 0.01%
iter 296: loss 1.9663, time 33.25ms, mfu 0.01%
iter 297: loss 1.9074, time 14.03ms, mfu 0.01%
iter 298: loss 1.9582, time 34.60ms, mfu 0.01%
iter 299: loss 2.1272, time 12.73ms, mfu 0.01%
iter 300: loss 1.9692, time 12.92ms, mfu 0.01%
iter 301: loss 1.9249, time 31.20ms, mfu 0.01%
iter 302: loss 2.0486, time 12.79ms, mfu 0.01%
iter 303: loss 1.9598, time 13.07ms, mfu 0.01%
iter 304: loss 1.9319, time 12.23ms, mfu 0.01%
iter 305: loss 1.9916, time 13.03ms, mfu 0.01%
iter 306: loss 2.0875, time 14.34ms, mfu 0.01%
iter 307: loss 1.9691, time 12.70ms, mfu 0.01%
iter 308: loss 1.7979, time 13.71ms, mfu 0.01%
iter 309: loss 2.0316, time 11.88ms, mfu 0.01%
iter 310: loss 1.9340, time 13.05ms, mfu 0.01%
iter 311: loss 1.9905, time 13.42ms, mfu 0.01%
iter 312: loss 1.9681, time 12.88ms, mfu 0.01%
iter 313: loss 2.0521, time 12.88ms, mfu 0.01%
iter 314: loss 1.9374, time 12.68ms, mfu 0.01%
iter 315: loss 1.9300, time 32.18ms, mfu 0.01%
iter 316: loss 1.9063, time 11.91ms, mfu 0.01%
iter 317: loss 1.9885, time 30.68ms, mfu 0.01%
iter 318: loss 1.8609, time 31.86ms, mfu 0.01%
iter 319: loss 1.9554, time 31.91ms, mfu 0.01%
iter 320: loss 1.9108, time 13.40ms, mfu 0.01%
iter 321: loss 1.9079, time 34.59ms, mfu 0.01%
iter 322: loss 1.9169, time 33.59ms, mfu 0.01%
iter 323: loss 2.0155, time 36.19ms, mfu 0.01%
iter 324: loss 1.9508, time 33.37ms, mfu 0.01%
iter 325: loss 1.9962, time 17.17ms, mfu 0.01%
iter 326: loss 1.9397, time 16.89ms, mfu 0.01%
iter 327: loss 1.8147, time 13.26ms, mfu 0.01%
iter 328: loss 1.8843, time 12.60ms, mfu 0.01%
iter 329: loss 1.8831, time 13.42ms, mfu 0.01%
iter 330: loss 1.9270, time 12.63ms, mfu 0.01%
iter 331: loss 1.8574, time 12.46ms, mfu 0.01%
iter 332: loss 1.9008, time 33.03ms, mfu 0.01%
iter 333: loss 1.8269, time 13.76ms, mfu 0.01%
iter 334: loss 1.9640, time 11.79ms, mfu 0.01%
iter 335: loss 1.8993, time 13.45ms, mfu 0.01%
iter 336: loss 1.9371, time 12.76ms, mfu 0.01%
iter 337: loss 2.0420, time 13.38ms, mfu 0.01%
iter 338: loss 2.0236, time 12.23ms, mfu 0.01%
iter 339: loss 1.9560, time 14.68ms, mfu 0.01%
iter 340: loss 1.8540, time 13.00ms, mfu 0.01%
iter 341: loss 1.9878, time 12.89ms, mfu 0.01%
iter 342: loss 1.8487, time 12.50ms, mfu 0.01%
iter 343: loss 2.0148, time 12.52ms, mfu 0.01%
iter 344: loss 2.0160, time 12.71ms, mfu 0.01%
iter 345: loss 1.9863, time 12.91ms, mfu 0.01%
iter 346: loss 1.8450, time 12.80ms, mfu 0.01%
iter 347: loss 1.9713, time 13.29ms, mfu 0.01%
iter 348: loss 1.9972, time 18.61ms, mfu 0.01%
iter 349: loss 1.9956, time 52.45ms, mfu 0.01%
iter 350: loss 1.8531, time 52.18ms, mfu 0.01%
iter 351: loss 1.9043, time 33.51ms, mfu 0.01%
iter 352: loss 1.9844, time 34.07ms, mfu 0.01%
iter 353: loss 1.9167, time 12.93ms, mfu 0.01%
iter 354: loss 1.8293, time 12.90ms, mfu 0.01%
iter 355: loss 2.0352, time 13.66ms, mfu 0.01%
iter 356: loss 1.8378, time 13.07ms, mfu 0.01%
iter 357: loss 1.9409, time 12.75ms, mfu 0.01%
iter 358: loss 1.9802, time 12.21ms, mfu 0.01%
iter 359: loss 1.9037, time 13.58ms, mfu 0.01%
step 360: train loss 1.8958, val loss 1.9050
saving checkpoint to out-hawaiian-char
iter 360: loss 2.0367, time 263.01ms, mfu 0.01%
iter 361: loss 1.9566, time 27.86ms, mfu 0.01%
iter 362: loss 1.9044, time 28.86ms, mfu 0.01%
iter 363: loss 1.8517, time 27.71ms, mfu 0.01%
iter 364: loss 1.9973, time 28.89ms, mfu 0.01%
iter 365: loss 1.9557, time 26.65ms, mfu 0.01%
iter 366: loss 1.9174, time 27.22ms, mfu 0.00%
iter 367: loss 1.9269, time 26.03ms, mfu 0.00%
iter 368: loss 1.9658, time 33.43ms, mfu 0.00%
iter 369: loss 1.8987, time 31.16ms, mfu 0.00%
iter 370: loss 1.8624, time 12.26ms, mfu 0.00%
iter 371: loss 1.9199, time 12.50ms, mfu 0.01%
iter 372: loss 1.8460, time 12.18ms, mfu 0.01%
iter 373: loss 1.8702, time 12.43ms, mfu 0.01%
iter 374: loss 1.8953, time 11.89ms, mfu 0.01%
iter 375: loss 1.8790, time 12.85ms, mfu 0.01%
iter 376: loss 1.9050, time 13.15ms, mfu 0.01%
iter 377: loss 1.8388, time 14.06ms, mfu 0.01%
iter 378: loss 1.8596, time 12.39ms, mfu 0.01%
iter 379: loss 1.8766, time 12.69ms, mfu 0.01%
iter 380: loss 1.8622, time 12.45ms, mfu 0.01%
iter 381: loss 2.0431, time 12.15ms, mfu 0.01%
iter 382: loss 1.9392, time 11.61ms, mfu 0.01%
iter 383: loss 1.9461, time 12.62ms, mfu 0.01%
iter 384: loss 1.9942, time 13.74ms, mfu 0.01%
iter 385: loss 1.9761, time 12.44ms, mfu 0.01%
iter 386: loss 1.8669, time 12.32ms, mfu 0.01%
iter 387: loss 1.9004, time 12.85ms, mfu 0.01%
iter 388: loss 1.8544, time 12.67ms, mfu 0.01%
iter 389: loss 1.8310, time 12.15ms, mfu 0.01%
iter 390: loss 1.9238, time 12.51ms, mfu 0.01%
iter 391: loss 1.8675, time 13.22ms, mfu 0.01%
iter 392: loss 1.7863, time 12.71ms, mfu 0.01%
iter 393: loss 1.8809, time 12.79ms, mfu 0.01%
iter 394: loss 1.8466, time 12.55ms, mfu 0.01%
iter 395: loss 1.9453, time 14.80ms, mfu 0.01%
iter 396: loss 1.9126, time 14.05ms, mfu 0.01%
iter 397: loss 1.9607, time 12.01ms, mfu 0.01%
iter 398: loss 1.8242, time 12.82ms, mfu 0.01%
iter 399: loss 1.8396, time 12.82ms, mfu 0.01%
iter 400: loss 1.8932, time 12.33ms, mfu 0.01%
iter 401: loss 1.9687, time 12.69ms, mfu 0.01%
iter 402: loss 1.9017, time 14.08ms, mfu 0.01%
iter 403: loss 1.8781, time 17.36ms, mfu 0.01%
iter 404: loss 1.8534, time 15.66ms, mfu 0.01%
iter 405: loss 1.8141, time 11.99ms, mfu 0.01%
iter 406: loss 1.8926, time 13.79ms, mfu 0.01%
iter 407: loss 1.8236, time 12.69ms, mfu 0.01%
iter 408: loss 1.8141, time 12.73ms, mfu 0.01%
iter 409: loss 1.8926, time 12.19ms, mfu 0.01%
iter 410: loss 1.8796, time 12.79ms, mfu 0.01%
iter 411: loss 1.9295, time 13.59ms, mfu 0.01%
iter 412: loss 1.8807, time 13.22ms, mfu 0.01%
iter 413: loss 1.9267, time 12.46ms, mfu 0.01%
iter 414: loss 1.8472, time 11.53ms, mfu 0.01%
iter 415: loss 1.9130, time 13.10ms, mfu 0.01%
iter 416: loss 1.8375, time 13.62ms, mfu 0.01%
iter 417: loss 1.9945, time 11.79ms, mfu 0.01%
iter 418: loss 2.1141, time 12.68ms, mfu 0.01%
iter 419: loss 1.8892, time 13.80ms, mfu 0.01%
iter 420: loss 1.9071, time 13.69ms, mfu 0.01%
iter 421: loss 1.9428, time 33.40ms, mfu 0.01%
iter 422: loss 1.8110, time 32.03ms, mfu 0.01%
iter 423: loss 1.9217, time 32.08ms, mfu 0.01%
iter 424: loss 1.8521, time 13.04ms, mfu 0.01%
iter 425: loss 1.8642, time 13.94ms, mfu 0.01%
