Overriding config with config/train_voynich_char.py:
# train a miniature character-level small GPT

out_dir = 'out-voynich-char'
eval_interval = 120 # keep frequent because we'll overfit
eval_iters = 20
log_interval = 1 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like

dataset = 'voynich_char'
gradient_accumulation_steps = 1
batch_size = 10
block_size = 32 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 3
n_head = 4
n_embd = 64
dropout = 0.01

learning_rate = 2.5e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 50 # not super necessary potentially

device = 'cpu'  # run on cpu only
compile = False # do not torch compile the model


tokens per iteration will be: 320
found vocab_size = 25 (inside data/voynich_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 0.15M
num decayed parameter tensors: 14, with 151,104 parameters
iter 151: loss 1.5182, time 16.40ms, mfu 0.01%
iter 152: loss 1.7604, time 12.48ms, mfu 0.01%
iter 153: loss 1.5811, time 13.38ms, mfu 0.01%
iter 154: loss 1.5385, time 12.82ms, mfu 0.01%
iter 155: loss 1.5139, time 12.69ms, mfu 0.01%
iter 156: loss 1.3426, time 32.06ms, mfu 0.01%
iter 157: loss 1.3872, time 31.80ms, mfu 0.01%
iter 158: loss 1.6725, time 12.82ms, mfu 0.01%
iter 159: loss 1.5274, time 11.66ms, mfu 0.01%
iter 160: loss 1.7017, time 12.55ms, mfu 0.01%
iter 161: loss 1.6783, time 13.16ms, mfu 0.01%
iter 162: loss 1.6889, time 12.07ms, mfu 0.01%
iter 163: loss 1.6825, time 12.69ms, mfu 0.01%
iter 164: loss 1.5864, time 30.59ms, mfu 0.01%
iter 165: loss 1.5570, time 12.24ms, mfu 0.01%
iter 166: loss 1.7039, time 11.68ms, mfu 0.01%
iter 167: loss 1.5264, time 12.57ms, mfu 0.01%
iter 168: loss 1.5736, time 12.36ms, mfu 0.01%
iter 169: loss 1.4337, time 13.39ms, mfu 0.01%
iter 170: loss 1.6338, time 12.11ms, mfu 0.01%
iter 171: loss 1.6910, time 12.84ms, mfu 0.01%
iter 172: loss 1.6100, time 12.36ms, mfu 0.01%
iter 173: loss 1.5140, time 14.30ms, mfu 0.01%
iter 174: loss 1.6276, time 14.31ms, mfu 0.01%
iter 175: loss 1.7585, time 14.21ms, mfu 0.01%
iter 176: loss 1.5986, time 15.48ms, mfu 0.01%
iter 177: loss 1.5987, time 13.76ms, mfu 0.01%
iter 178: loss 1.5420, time 15.11ms, mfu 0.01%
iter 179: loss 1.4644, time 38.39ms, mfu 0.01%
iter 180: loss 1.5616, time 38.69ms, mfu 0.01%
iter 181: loss 1.7216, time 15.79ms, mfu 0.01%
iter 182: loss 1.5814, time 23.00ms, mfu 0.01%
iter 183: loss 1.5451, time 15.11ms, mfu 0.01%
iter 184: loss 1.4788, time 15.38ms, mfu 0.01%
iter 185: loss 1.6091, time 14.49ms, mfu 0.01%
iter 186: loss 1.6783, time 12.79ms, mfu 0.01%
iter 187: loss 1.5255, time 13.32ms, mfu 0.01%
iter 188: loss 1.5693, time 13.58ms, mfu 0.01%
iter 189: loss 1.5922, time 13.29ms, mfu 0.01%
iter 190: loss 1.4618, time 13.04ms, mfu 0.01%
iter 191: loss 1.7029, time 13.17ms, mfu 0.01%
iter 192: loss 1.5186, time 12.45ms, mfu 0.01%
iter 193: loss 1.4944, time 11.50ms, mfu 0.01%
iter 194: loss 1.6131, time 13.59ms, mfu 0.01%
iter 195: loss 1.4142, time 13.81ms, mfu 0.01%
iter 196: loss 1.5176, time 11.64ms, mfu 0.01%
iter 197: loss 1.5505, time 31.19ms, mfu 0.01%
iter 198: loss 1.6547, time 14.87ms, mfu 0.01%
iter 199: loss 1.5944, time 16.98ms, mfu 0.01%
iter 200: loss 1.5215, time 12.67ms, mfu 0.01%
iter 201: loss 1.6800, time 13.17ms, mfu 0.01%
iter 202: loss 1.5614, time 31.22ms, mfu 0.01%
iter 203: loss 1.6134, time 33.45ms, mfu 0.01%
iter 204: loss 1.9017, time 33.19ms, mfu 0.01%
iter 205: loss 1.5875, time 15.63ms, mfu 0.01%
iter 206: loss 1.5604, time 15.35ms, mfu 0.01%
iter 207: loss 1.6187, time 14.02ms, mfu 0.01%
iter 208: loss 1.5497, time 13.48ms, mfu 0.01%
iter 209: loss 1.5093, time 13.18ms, mfu 0.01%
iter 210: loss 1.7176, time 13.04ms, mfu 0.01%
iter 211: loss 1.5812, time 12.36ms, mfu 0.01%
iter 212: loss 1.5661, time 13.81ms, mfu 0.01%
iter 213: loss 1.6456, time 13.42ms, mfu 0.01%
iter 214: loss 1.6424, time 16.65ms, mfu 0.01%
iter 215: loss 1.5472, time 16.90ms, mfu 0.01%
iter 216: loss 1.5886, time 13.16ms, mfu 0.01%
iter 217: loss 1.7244, time 12.84ms, mfu 0.01%
iter 218: loss 1.6766, time 13.49ms, mfu 0.01%
iter 219: loss 1.6813, time 13.53ms, mfu 0.01%
iter 220: loss 1.6353, time 14.51ms, mfu 0.01%
iter 221: loss 1.4332, time 33.09ms, mfu 0.01%
iter 222: loss 1.4718, time 12.42ms, mfu 0.01%
iter 223: loss 1.5581, time 10.88ms, mfu 0.01%
iter 224: loss 1.4564, time 13.86ms, mfu 0.01%
iter 225: loss 1.5135, time 12.88ms, mfu 0.01%
iter 226: loss 1.4323, time 13.47ms, mfu 0.01%
iter 227: loss 1.9319, time 13.58ms, mfu 0.01%
iter 228: loss 1.5777, time 13.34ms, mfu 0.01%
iter 229: loss 1.4979, time 13.32ms, mfu 0.01%
iter 230: loss 1.5731, time 12.95ms, mfu 0.01%
iter 231: loss 1.5137, time 12.04ms, mfu 0.01%
iter 232: loss 1.6644, time 11.88ms, mfu 0.01%
iter 233: loss 1.5595, time 11.06ms, mfu 0.01%
iter 234: loss 1.5942, time 11.80ms, mfu 0.01%
iter 235: loss 1.5873, time 11.86ms, mfu 0.01%
iter 236: loss 1.5854, time 12.38ms, mfu 0.01%
iter 237: loss 1.5591, time 14.52ms, mfu 0.01%
iter 238: loss 1.5989, time 14.05ms, mfu 0.01%
iter 239: loss 1.5351, time 16.30ms, mfu 0.01%
step 240: train loss 1.5657, val loss 1.4669
saving checkpoint to out-voynich-char
iter 240: loss 1.5606, time 290.76ms, mfu 0.01%
iter 241: loss 1.4631, time 31.15ms, mfu 0.01%
iter 242: loss 1.6065, time 11.20ms, mfu 0.01%
iter 243: loss 1.6757, time 13.32ms, mfu 0.01%
iter 244: loss 1.5324, time 12.60ms, mfu 0.01%
iter 245: loss 1.5397, time 14.20ms, mfu 0.01%
iter 246: loss 1.4442, time 14.24ms, mfu 0.01%
iter 247: loss 1.4048, time 13.56ms, mfu 0.01%
iter 248: loss 1.3293, time 13.77ms, mfu 0.01%
iter 249: loss 1.6663, time 12.85ms, mfu 0.01%
iter 250: loss 1.4623, time 15.64ms, mfu 0.01%
iter 251: loss 1.4619, time 13.90ms, mfu 0.01%
iter 252: loss 1.5121, time 16.62ms, mfu 0.01%
iter 253: loss 1.5144, time 36.34ms, mfu 0.01%
iter 254: loss 1.2759, time 32.98ms, mfu 0.01%
iter 255: loss 1.5524, time 14.35ms, mfu 0.01%
iter 256: loss 1.6033, time 14.20ms, mfu 0.01%
iter 257: loss 1.5698, time 13.87ms, mfu 0.01%
iter 258: loss 1.4447, time 13.25ms, mfu 0.01%
iter 259: loss 1.5224, time 13.40ms, mfu 0.01%
iter 260: loss 1.5103, time 13.71ms, mfu 0.01%
iter 261: loss 1.6985, time 14.04ms, mfu 0.01%
iter 262: loss 1.5022, time 13.88ms, mfu 0.01%
iter 263: loss 1.5765, time 13.17ms, mfu 0.01%
iter 264: loss 1.5005, time 18.08ms, mfu 0.01%
iter 265: loss 1.6518, time 16.72ms, mfu 0.01%
iter 266: loss 1.4337, time 12.51ms, mfu 0.01%
iter 267: loss 1.5390, time 10.84ms, mfu 0.01%
iter 268: loss 1.6422, time 13.32ms, mfu 0.01%
iter 269: loss 1.4720, time 11.85ms, mfu 0.01%
iter 270: loss 1.6337, time 12.18ms, mfu 0.01%
iter 271: loss 1.6802, time 11.66ms, mfu 0.01%
iter 272: loss 1.5922, time 12.55ms, mfu 0.01%
iter 273: loss 1.4982, time 12.81ms, mfu 0.01%
iter 274: loss 1.5787, time 32.89ms, mfu 0.01%
iter 275: loss 1.4294, time 12.09ms, mfu 0.01%
iter 276: loss 1.4700, time 13.12ms, mfu 0.01%
iter 277: loss 1.7186, time 14.17ms, mfu 0.01%
iter 278: loss 1.4653, time 12.39ms, mfu 0.01%
iter 279: loss 1.6112, time 12.04ms, mfu 0.01%
iter 280: loss 1.4428, time 11.35ms, mfu 0.01%
iter 281: loss 1.6302, time 11.11ms, mfu 0.01%
iter 282: loss 1.6228, time 11.71ms, mfu 0.01%
iter 283: loss 1.5511, time 11.87ms, mfu 0.01%
iter 284: loss 1.5521, time 10.98ms, mfu 0.01%
iter 285: loss 1.3744, time 12.98ms, mfu 0.01%
iter 286: loss 1.3903, time 12.88ms, mfu 0.01%
iter 287: loss 1.4062, time 12.70ms, mfu 0.01%
iter 288: loss 1.5357, time 14.59ms, mfu 0.01%
iter 289: loss 1.7030, time 12.76ms, mfu 0.01%
iter 290: loss 1.4639, time 13.59ms, mfu 0.01%
iter 291: loss 1.3999, time 12.61ms, mfu 0.01%
iter 292: loss 1.3067, time 22.20ms, mfu 0.01%
iter 293: loss 1.6938, time 12.27ms, mfu 0.01%
iter 294: loss 1.5442, time 12.52ms, mfu 0.01%
iter 295: loss 1.4524, time 12.53ms, mfu 0.01%
iter 296: loss 1.6102, time 12.28ms, mfu 0.01%
iter 297: loss 1.5084, time 12.19ms, mfu 0.01%
iter 298: loss 1.7115, time 12.78ms, mfu 0.01%
iter 299: loss 1.6545, time 12.62ms, mfu 0.01%
iter 300: loss 1.5769, time 12.51ms, mfu 0.01%
iter 301: loss 1.5979, time 13.43ms, mfu 0.01%
iter 302: loss 1.5444, time 12.17ms, mfu 0.01%
iter 303: loss 1.6354, time 13.29ms, mfu 0.01%
iter 304: loss 1.5343, time 11.80ms, mfu 0.01%
iter 305: loss 1.4503, time 11.55ms, mfu 0.01%
iter 306: loss 1.5439, time 11.44ms, mfu 0.01%
iter 307: loss 1.4055, time 12.72ms, mfu 0.01%
iter 308: loss 1.6974, time 12.50ms, mfu 0.01%
iter 309: loss 1.5643, time 11.22ms, mfu 0.01%
iter 310: loss 1.4874, time 15.32ms, mfu 0.01%
iter 311: loss 1.5342, time 11.84ms, mfu 0.01%
iter 312: loss 1.5270, time 12.35ms, mfu 0.01%
iter 313: loss 1.7819, time 11.46ms, mfu 0.01%
iter 314: loss 1.4858, time 12.61ms, mfu 0.01%
iter 315: loss 1.5300, time 12.14ms, mfu 0.01%
iter 316: loss 1.6208, time 14.18ms, mfu 0.01%
iter 317: loss 1.6222, time 12.30ms, mfu 0.01%
iter 318: loss 1.5842, time 32.16ms, mfu 0.01%
iter 319: loss 1.4643, time 12.05ms, mfu 0.01%
iter 320: loss 1.4354, time 14.65ms, mfu 0.01%
iter 321: loss 1.3860, time 13.40ms, mfu 0.01%
iter 322: loss 1.5616, time 13.06ms, mfu 0.01%
iter 323: loss 1.7622, time 33.66ms, mfu 0.01%
iter 324: loss 1.4948, time 33.02ms, mfu 0.01%
iter 325: loss 1.4841, time 12.00ms, mfu 0.01%
iter 326: loss 1.3876, time 11.37ms, mfu 0.01%
iter 327: loss 1.3535, time 11.41ms, mfu 0.01%
iter 328: loss 1.5267, time 11.29ms, mfu 0.01%
iter 329: loss 1.5230, time 11.83ms, mfu 0.01%
iter 330: loss 1.5055, time 12.41ms, mfu 0.01%
iter 331: loss 1.4727, time 12.87ms, mfu 0.01%
iter 332: loss 1.4674, time 11.49ms, mfu 0.01%
iter 333: loss 1.4719, time 12.86ms, mfu 0.01%
iter 334: loss 1.6455, time 13.81ms, mfu 0.01%
iter 335: loss 1.4673, time 13.29ms, mfu 0.01%
iter 336: loss 1.5433, time 13.00ms, mfu 0.01%
iter 337: loss 1.4646, time 12.21ms, mfu 0.01%
iter 338: loss 1.5991, time 14.16ms, mfu 0.01%
iter 339: loss 1.5380, time 13.97ms, mfu 0.01%
iter 340: loss 1.5254, time 33.51ms, mfu 0.01%
iter 341: loss 1.5509, time 35.82ms, mfu 0.01%
iter 342: loss 1.3781, time 36.76ms, mfu 0.01%
iter 343: loss 1.6136, time 37.87ms, mfu 0.01%
iter 344: loss 1.5118, time 18.23ms, mfu 0.01%
iter 345: loss 1.5832, time 32.50ms, mfu 0.01%
iter 346: loss 1.5156, time 13.23ms, mfu 0.01%
iter 347: loss 1.5158, time 15.57ms, mfu 0.01%
iter 348: loss 1.5843, time 33.06ms, mfu 0.01%
iter 349: loss 1.6174, time 14.09ms, mfu 0.01%
iter 350: loss 1.3875, time 12.63ms, mfu 0.01%
iter 351: loss 1.4106, time 13.83ms, mfu 0.01%
iter 352: loss 1.5000, time 13.04ms, mfu 0.01%
iter 353: loss 1.5455, time 38.02ms, mfu 0.01%
iter 354: loss 1.3701, time 20.90ms, mfu 0.01%
iter 355: loss 1.5113, time 18.68ms, mfu 0.01%
iter 356: loss 1.5143, time 14.13ms, mfu 0.01%
iter 357: loss 1.4522, time 14.05ms, mfu 0.01%
iter 358: loss 1.4564, time 12.78ms, mfu 0.01%
iter 359: loss 1.6036, time 11.88ms, mfu 0.01%
step 360: train loss 1.5029, val loss 1.4096
saving checkpoint to out-voynich-char
iter 360: loss 1.4700, time 144.27ms, mfu 0.01%
iter 361: loss 1.4770, time 18.59ms, mfu 0.01%
iter 362: loss 1.4447, time 34.92ms, mfu 0.01%
iter 363: loss 1.5855, time 34.18ms, mfu 0.01%
iter 364: loss 1.4449, time 33.00ms, mfu 0.00%
iter 365: loss 1.4235, time 30.23ms, mfu 0.00%
iter 366: loss 1.4817, time 11.83ms, mfu 0.01%
iter 367: loss 1.4870, time 11.21ms, mfu 0.01%
iter 368: loss 1.4492, time 11.55ms, mfu 0.01%
iter 369: loss 1.6084, time 11.06ms, mfu 0.01%
iter 370: loss 1.4630, time 12.43ms, mfu 0.01%
iter 371: loss 1.5086, time 11.79ms, mfu 0.01%
iter 372: loss 1.4191, time 12.22ms, mfu 0.01%
iter 373: loss 1.5673, time 11.26ms, mfu 0.01%
iter 374: loss 1.5674, time 10.93ms, mfu 0.01%
iter 375: loss 1.4603, time 11.93ms, mfu 0.01%
iter 376: loss 1.4094, time 11.09ms, mfu 0.01%
iter 377: loss 1.5212, time 11.38ms, mfu 0.01%
iter 378: loss 1.3671, time 11.55ms, mfu 0.01%
iter 379: loss 1.5529, time 11.54ms, mfu 0.01%
iter 380: loss 1.5141, time 12.53ms, mfu 0.01%
iter 381: loss 1.4171, time 32.40ms, mfu 0.01%
iter 382: loss 1.6051, time 12.20ms, mfu 0.01%
iter 383: loss 1.3769, time 12.44ms, mfu 0.01%
iter 384: loss 1.3873, time 11.54ms, mfu 0.01%
iter 385: loss 1.4327, time 12.49ms, mfu 0.01%
iter 386: loss 1.7642, time 12.66ms, mfu 0.01%
iter 387: loss 1.4790, time 12.31ms, mfu 0.01%
iter 388: loss 1.4024, time 11.49ms, mfu 0.01%
iter 389: loss 1.4853, time 12.05ms, mfu 0.01%
iter 390: loss 1.5734, time 12.33ms, mfu 0.01%
iter 391: loss 1.5879, time 11.84ms, mfu 0.01%
iter 392: loss 1.4221, time 11.70ms, mfu 0.01%
iter 393: loss 1.5478, time 11.50ms, mfu 0.01%
iter 394: loss 1.5076, time 10.77ms, mfu 0.01%
iter 395: loss 1.5917, time 11.21ms, mfu 0.01%
iter 396: loss 1.5347, time 12.23ms, mfu 0.01%
iter 397: loss 1.3157, time 12.02ms, mfu 0.01%
iter 398: loss 1.6383, time 11.64ms, mfu 0.01%
iter 399: loss 1.2972, time 12.35ms, mfu 0.01%
iter 400: loss 1.4923, time 11.36ms, mfu 0.01%
iter 401: loss 1.6173, time 11.22ms, mfu 0.01%
iter 402: loss 1.5179, time 30.79ms, mfu 0.01%
iter 403: loss 1.5874, time 12.89ms, mfu 0.01%
iter 404: loss 1.5831, time 11.57ms, mfu 0.01%
iter 405: loss 1.4435, time 14.17ms, mfu 0.01%
iter 406: loss 1.7509, time 15.56ms, mfu 0.01%
iter 407: loss 1.5314, time 14.23ms, mfu 0.01%
iter 408: loss 1.4193, time 13.41ms, mfu 0.01%
iter 409: loss 1.4005, time 34.59ms, mfu 0.01%
iter 410: loss 1.5733, time 35.08ms, mfu 0.01%
iter 411: loss 1.5481, time 32.35ms, mfu 0.01%
iter 412: loss 1.4862, time 11.85ms, mfu 0.01%
iter 413: loss 1.5060, time 11.82ms, mfu 0.01%
iter 414: loss 1.6669, time 11.92ms, mfu 0.01%
iter 415: loss 1.4230, time 11.64ms, mfu 0.01%
iter 416: loss 1.5148, time 17.59ms, mfu 0.01%
iter 417: loss 1.4083, time 50.31ms, mfu 0.01%
iter 418: loss 1.6771, time 38.11ms, mfu 0.01%
iter 419: loss 1.4005, time 32.84ms, mfu 0.01%
iter 420: loss 1.4728, time 12.89ms, mfu 0.01%
iter 421: loss 1.6132, time 11.46ms, mfu 0.01%
iter 422: loss 1.6152, time 11.48ms, mfu 0.01%
iter 423: loss 1.3915, time 11.30ms, mfu 0.01%
iter 424: loss 1.3046, time 11.41ms, mfu 0.01%
iter 425: loss 1.4545, time 13.28ms, mfu 0.01%
iter 426: loss 1.4087, time 12.31ms, mfu 0.01%
