Overriding config with config/train_voynich_wordscramble_char.py:
# train a miniature character-level small GPT

out_dir = 'out-voynich-wordscramble-char'
eval_interval = 120 # keep frequent because we'll overfit
eval_iters = 20
log_interval = 1 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like

dataset = 'voynich_wordscramble_char'
gradient_accumulation_steps = 1
batch_size = 10
block_size = 32 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 3
n_head = 4
n_embd = 64
dropout = 0.01

learning_rate = 2.5e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 50 # not super necessary potentially

device = 'cpu'  # run on cpu only
compile = False # do not torch compile the model


tokens per iteration will be: 320
found vocab_size = 25 (inside data/voynich_wordscramble_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 0.15M
num decayed parameter tensors: 14, with 151,104 parameters
iter 150: loss 1.5135, time 28.74ms, mfu 0.00%
iter 151: loss 1.5020, time 47.12ms, mfu 0.00%
iter 152: loss 1.5646, time 49.04ms, mfu 0.00%
iter 153: loss 1.5955, time 46.93ms, mfu 0.00%
iter 154: loss 1.5163, time 49.83ms, mfu 0.00%
iter 155: loss 1.6139, time 39.55ms, mfu 0.00%
iter 156: loss 1.5125, time 33.25ms, mfu 0.00%
iter 157: loss 1.6342, time 33.47ms, mfu 0.00%
iter 158: loss 1.6189, time 37.54ms, mfu 0.00%
iter 159: loss 1.6804, time 34.16ms, mfu 0.00%
iter 160: loss 1.4756, time 36.28ms, mfu 0.00%
iter 161: loss 1.4846, time 35.52ms, mfu 0.00%
iter 162: loss 1.4756, time 36.24ms, mfu 0.00%
iter 163: loss 1.6838, time 36.91ms, mfu 0.00%
iter 164: loss 1.4920, time 35.08ms, mfu 0.00%
iter 165: loss 1.5432, time 58.55ms, mfu 0.00%
iter 166: loss 1.5290, time 34.79ms, mfu 0.00%
iter 167: loss 1.6961, time 35.53ms, mfu 0.00%
iter 168: loss 1.6329, time 35.54ms, mfu 0.00%
iter 169: loss 1.5688, time 35.83ms, mfu 0.00%
iter 170: loss 1.6438, time 38.92ms, mfu 0.00%
iter 171: loss 1.5325, time 20.55ms, mfu 0.00%
iter 172: loss 1.7388, time 35.50ms, mfu 0.00%
iter 173: loss 1.6435, time 35.52ms, mfu 0.00%
iter 174: loss 1.5768, time 33.18ms, mfu 0.00%
iter 175: loss 1.5326, time 33.34ms, mfu 0.00%
iter 176: loss 1.5892, time 35.60ms, mfu 0.00%
iter 177: loss 1.5679, time 35.13ms, mfu 0.00%
iter 178: loss 1.7937, time 37.37ms, mfu 0.00%
iter 179: loss 1.5465, time 33.75ms, mfu 0.00%
iter 180: loss 1.5607, time 33.87ms, mfu 0.00%
iter 181: loss 1.6993, time 41.06ms, mfu 0.00%
iter 182: loss 1.5416, time 51.57ms, mfu 0.00%
iter 183: loss 1.5962, time 3098.65ms, mfu 0.00%
iter 184: loss 1.5661, time 28.15ms, mfu 0.00%
iter 185: loss 1.7359, time 36.09ms, mfu 0.00%
iter 186: loss 1.5033, time 36.37ms, mfu 0.00%
iter 187: loss 1.6014, time 29.59ms, mfu 0.00%
iter 188: loss 1.5634, time 34.42ms, mfu 0.00%
iter 189: loss 1.5109, time 32.33ms, mfu 0.00%
iter 190: loss 1.5614, time 32.52ms, mfu 0.00%
iter 191: loss 1.4707, time 30.65ms, mfu 0.00%
iter 192: loss 1.4484, time 30.37ms, mfu 0.00%
iter 193: loss 1.6210, time 32.88ms, mfu 0.00%
iter 194: loss 1.6882, time 27.37ms, mfu 0.00%
iter 195: loss 1.4922, time 28.51ms, mfu 0.00%
iter 196: loss 1.5199, time 30.42ms, mfu 0.00%
iter 197: loss 1.4927, time 38.36ms, mfu 0.00%
iter 198: loss 1.6492, time 33.55ms, mfu 0.00%
iter 199: loss 1.5574, time 30.66ms, mfu 0.00%
iter 200: loss 1.6492, time 31.72ms, mfu 0.00%
iter 201: loss 1.4749, time 27.13ms, mfu 0.00%
iter 202: loss 1.5884, time 31.91ms, mfu 0.00%
iter 203: loss 1.6024, time 27.58ms, mfu 0.00%
iter 204: loss 1.5896, time 26.81ms, mfu 0.00%
iter 205: loss 1.4683, time 29.93ms, mfu 0.00%
iter 206: loss 1.6688, time 30.01ms, mfu 0.00%
iter 207: loss 1.5398, time 29.23ms, mfu 0.00%
iter 208: loss 1.5393, time 28.72ms, mfu 0.00%
iter 209: loss 1.4561, time 27.30ms, mfu 0.00%
iter 210: loss 1.5514, time 28.35ms, mfu 0.00%
iter 211: loss 1.4077, time 30.32ms, mfu 0.00%
iter 212: loss 1.6144, time 33.12ms, mfu 0.00%
iter 213: loss 1.4531, time 27.10ms, mfu 0.00%
iter 214: loss 1.5077, time 46.28ms, mfu 0.00%
iter 215: loss 1.4721, time 38.55ms, mfu 0.00%
iter 216: loss 1.6260, time 35.42ms, mfu 0.00%
iter 217: loss 1.4989, time 33.94ms, mfu 0.00%
iter 218: loss 1.5795, time 15.12ms, mfu 0.00%
iter 219: loss 1.4965, time 13.55ms, mfu 0.00%
iter 220: loss 1.6354, time 15.21ms, mfu 0.00%
iter 221: loss 1.5153, time 13.77ms, mfu 0.00%
iter 222: loss 1.6159, time 14.67ms, mfu 0.00%
iter 223: loss 1.5445, time 14.01ms, mfu 0.00%
iter 224: loss 1.4706, time 14.00ms, mfu 0.01%
iter 225: loss 1.5978, time 33.21ms, mfu 0.00%
iter 226: loss 1.4881, time 40.12ms, mfu 0.00%
iter 227: loss 1.5948, time 14.30ms, mfu 0.00%
iter 228: loss 1.3952, time 13.76ms, mfu 0.01%
iter 229: loss 1.5913, time 43.97ms, mfu 0.00%
iter 230: loss 1.6560, time 42.09ms, mfu 0.00%
iter 231: loss 1.5042, time 14.99ms, mfu 0.00%
iter 232: loss 1.4948, time 15.37ms, mfu 0.00%
iter 233: loss 1.4778, time 13.51ms, mfu 0.01%
iter 234: loss 1.4822, time 49.55ms, mfu 0.00%
iter 235: loss 1.5300, time 35.21ms, mfu 0.00%
iter 236: loss 1.6182, time 17.66ms, mfu 0.00%
iter 237: loss 1.5277, time 14.04ms, mfu 0.01%
iter 238: loss 1.5324, time 14.14ms, mfu 0.01%
iter 239: loss 1.7555, time 13.13ms, mfu 0.01%
step 240: train loss 1.5445, val loss 1.5679
iter 240: loss 1.6666, time 467.28ms, mfu 0.00%
iter 241: loss 1.6152, time 12.99ms, mfu 0.01%
iter 242: loss 1.6171, time 33.41ms, mfu 0.00%
iter 243: loss 1.5934, time 48.44ms, mfu 0.00%
iter 244: loss 1.6345, time 32.72ms, mfu 0.00%
iter 245: loss 1.6524, time 31.73ms, mfu 0.00%
iter 246: loss 1.6672, time 13.24ms, mfu 0.00%
iter 247: loss 1.5136, time 32.16ms, mfu 0.00%
iter 248: loss 1.6427, time 13.06ms, mfu 0.00%
iter 249: loss 1.5654, time 34.35ms, mfu 0.00%
iter 250: loss 1.5020, time 12.20ms, mfu 0.01%
iter 251: loss 1.5662, time 31.05ms, mfu 0.00%
iter 252: loss 1.5413, time 34.46ms, mfu 0.00%
iter 253: loss 1.5362, time 33.75ms, mfu 0.00%
iter 254: loss 1.5756, time 32.17ms, mfu 0.00%
iter 255: loss 1.6471, time 13.43ms, mfu 0.00%
iter 256: loss 1.6029, time 33.23ms, mfu 0.00%
iter 257: loss 1.5928, time 33.81ms, mfu 0.00%
iter 258: loss 1.4666, time 31.62ms, mfu 0.00%
iter 259: loss 1.4589, time 33.88ms, mfu 0.00%
iter 260: loss 1.5027, time 33.73ms, mfu 0.00%
iter 261: loss 1.5847, time 31.74ms, mfu 0.00%
iter 262: loss 1.4914, time 12.68ms, mfu 0.00%
iter 263: loss 1.5571, time 32.09ms, mfu 0.00%
iter 264: loss 1.4439, time 12.79ms, mfu 0.00%
iter 265: loss 1.4865, time 32.76ms, mfu 0.00%
iter 266: loss 1.6244, time 31.68ms, mfu 0.00%
iter 267: loss 1.5640, time 32.22ms, mfu 0.00%
iter 268: loss 1.5648, time 35.02ms, mfu 0.00%
iter 269: loss 1.5222, time 32.41ms, mfu 0.00%
iter 270: loss 1.7099, time 32.43ms, mfu 0.00%
iter 271: loss 1.6518, time 33.93ms, mfu 0.00%
iter 272: loss 1.5397, time 33.37ms, mfu 0.00%
iter 273: loss 1.5901, time 32.64ms, mfu 0.00%
iter 274: loss 1.4616, time 33.12ms, mfu 0.00%
iter 275: loss 1.5209, time 34.88ms, mfu 0.00%
iter 276: loss 1.5175, time 31.69ms, mfu 0.00%
iter 277: loss 1.5523, time 34.49ms, mfu 0.00%
iter 278: loss 1.4582, time 34.36ms, mfu 0.00%
iter 279: loss 1.6197, time 34.08ms, mfu 0.00%
iter 280: loss 1.6293, time 36.34ms, mfu 0.00%
iter 281: loss 1.5400, time 16.21ms, mfu 0.00%
iter 282: loss 1.5431, time 35.12ms, mfu 0.00%
iter 283: loss 1.5464, time 34.55ms, mfu 0.00%
iter 284: loss 1.4625, time 33.63ms, mfu 0.00%
iter 285: loss 1.4701, time 34.10ms, mfu 0.00%
iter 286: loss 1.5623, time 15.02ms, mfu 0.00%
iter 287: loss 1.5440, time 35.65ms, mfu 0.00%
iter 288: loss 1.4904, time 32.20ms, mfu 0.00%
iter 289: loss 1.7426, time 33.30ms, mfu 0.00%
iter 290: loss 1.6032, time 32.76ms, mfu 0.00%
iter 291: loss 1.5362, time 14.13ms, mfu 0.00%
iter 292: loss 1.5975, time 33.09ms, mfu 0.00%
iter 293: loss 1.4393, time 14.09ms, mfu 0.00%
iter 294: loss 1.5834, time 32.54ms, mfu 0.00%
iter 295: loss 1.5115, time 13.50ms, mfu 0.00%
iter 296: loss 1.5986, time 33.44ms, mfu 0.00%
iter 297: loss 1.5568, time 33.97ms, mfu 0.00%
iter 298: loss 1.4849, time 34.22ms, mfu 0.00%
iter 299: loss 1.6961, time 33.69ms, mfu 0.00%
iter 300: loss 1.5638, time 33.10ms, mfu 0.00%
iter 301: loss 1.6011, time 34.49ms, mfu 0.00%
iter 302: loss 1.5110, time 38.39ms, mfu 0.00%
iter 303: loss 1.4567, time 15.82ms, mfu 0.00%
iter 304: loss 1.5993, time 36.01ms, mfu 0.00%
iter 305: loss 1.4186, time 13.26ms, mfu 0.00%
iter 306: loss 1.4126, time 32.72ms, mfu 0.00%
iter 307: loss 1.5521, time 33.97ms, mfu 0.00%
iter 308: loss 1.5753, time 30.32ms, mfu 0.00%
iter 309: loss 1.5112, time 33.64ms, mfu 0.00%
iter 310: loss 1.6927, time 32.53ms, mfu 0.00%
iter 311: loss 1.5707, time 32.18ms, mfu 0.00%
iter 312: loss 1.5623, time 34.93ms, mfu 0.00%
iter 313: loss 1.5844, time 13.73ms, mfu 0.00%
iter 314: loss 1.5342, time 34.00ms, mfu 0.00%
iter 315: loss 1.5106, time 32.99ms, mfu 0.00%
iter 316: loss 1.5559, time 30.79ms, mfu 0.00%
iter 317: loss 1.6310, time 13.44ms, mfu 0.00%
iter 318: loss 1.5434, time 34.39ms, mfu 0.00%
iter 319: loss 1.5856, time 15.52ms, mfu 0.00%
iter 320: loss 1.4796, time 35.20ms, mfu 0.00%
iter 321: loss 1.4871, time 15.43ms, mfu 0.00%
iter 322: loss 1.4560, time 34.52ms, mfu 0.00%
iter 323: loss 1.4113, time 15.27ms, mfu 0.00%
iter 324: loss 1.5021, time 33.22ms, mfu 0.00%
iter 325: loss 1.5222, time 18.16ms, mfu 0.00%
iter 326: loss 1.6367, time 35.63ms, mfu 0.00%
iter 327: loss 1.5343, time 33.35ms, mfu 0.00%
iter 328: loss 1.6079, time 33.42ms, mfu 0.00%
iter 329: loss 1.4749, time 34.15ms, mfu 0.00%
iter 330: loss 1.4793, time 32.71ms, mfu 0.00%
iter 331: loss 1.5349, time 33.34ms, mfu 0.00%
iter 332: loss 1.4695, time 32.73ms, mfu 0.00%
iter 333: loss 1.5626, time 31.43ms, mfu 0.00%
iter 334: loss 1.5915, time 33.37ms, mfu 0.00%
iter 335: loss 1.5578, time 32.52ms, mfu 0.00%
iter 336: loss 1.5278, time 14.33ms, mfu 0.00%
iter 337: loss 1.6477, time 33.85ms, mfu 0.00%
iter 338: loss 1.4497, time 15.15ms, mfu 0.00%
iter 339: loss 1.6601, time 33.19ms, mfu 0.00%
iter 340: loss 1.4924, time 12.92ms, mfu 0.00%
iter 341: loss 1.6120, time 32.42ms, mfu 0.00%
iter 342: loss 1.5698, time 31.62ms, mfu 0.00%
iter 343: loss 1.5521, time 31.30ms, mfu 0.00%
iter 344: loss 1.6211, time 31.12ms, mfu 0.00%
iter 345: loss 1.5328, time 33.87ms, mfu 0.00%
iter 346: loss 1.5156, time 32.48ms, mfu 0.00%
iter 347: loss 1.4740, time 33.99ms, mfu 0.00%
iter 348: loss 1.5518, time 49.99ms, mfu 0.00%
iter 349: loss 1.4927, time 35.08ms, mfu 0.00%
iter 350: loss 1.5654, time 36.04ms, mfu 0.00%
iter 351: loss 1.5626, time 33.76ms, mfu 0.00%
iter 352: loss 1.4837, time 33.39ms, mfu 0.00%
iter 353: loss 1.4171, time 31.99ms, mfu 0.00%
iter 354: loss 1.5783, time 49.10ms, mfu 0.00%
iter 355: loss 1.6809, time 39.74ms, mfu 0.00%
iter 356: loss 1.4465, time 34.26ms, mfu 0.00%
iter 357: loss 1.5659, time 34.68ms, mfu 0.00%
iter 358: loss 1.5502, time 35.08ms, mfu 0.00%
iter 359: loss 1.6178, time 15.02ms, mfu 0.00%
step 360: train loss 1.5151, val loss 1.5077
saving checkpoint to out-voynich-wordscramble-char
iter 360: loss 1.4178, time 536.35ms, mfu 0.00%
iter 361: loss 1.5810, time 39.33ms, mfu 0.00%
iter 362: loss 1.5793, time 60.98ms, mfu 0.00%
iter 363: loss 1.6658, time 40.10ms, mfu 0.00%
iter 364: loss 1.5294, time 35.52ms, mfu 0.00%
iter 365: loss 1.5297, time 37.76ms, mfu 0.00%
iter 366: loss 1.5602, time 38.12ms, mfu 0.00%
iter 367: loss 1.4182, time 33.02ms, mfu 0.00%
iter 368: loss 1.5354, time 32.96ms, mfu 0.00%
iter 369: loss 1.5044, time 33.06ms, mfu 0.00%
iter 370: loss 1.6855, time 14.73ms, mfu 0.00%
iter 371: loss 1.6660, time 32.18ms, mfu 0.00%
iter 372: loss 1.4856, time 14.06ms, mfu 0.00%
iter 373: loss 1.6071, time 31.89ms, mfu 0.00%
iter 374: loss 1.4885, time 30.82ms, mfu 0.00%
iter 375: loss 1.4724, time 30.33ms, mfu 0.00%
iter 376: loss 1.6016, time 32.85ms, mfu 0.00%
iter 377: loss 1.4078, time 32.12ms, mfu 0.00%
iter 378: loss 1.4748, time 33.37ms, mfu 0.00%
iter 379: loss 1.5804, time 32.26ms, mfu 0.00%
iter 380: loss 1.6155, time 13.12ms, mfu 0.00%
iter 381: loss 1.5016, time 12.79ms, mfu 0.00%
iter 382: loss 1.5593, time 13.78ms, mfu 0.00%
iter 383: loss 1.3686, time 13.60ms, mfu 0.00%
iter 384: loss 1.5064, time 12.16ms, mfu 0.01%
iter 385: loss 1.5219, time 34.22ms, mfu 0.00%
iter 386: loss 1.5099, time 35.52ms, mfu 0.00%
iter 387: loss 1.5311, time 25.21ms, mfu 0.00%
iter 388: loss 1.4812, time 24.77ms, mfu 0.00%
iter 389: loss 1.6155, time 24.22ms, mfu 0.00%
iter 390: loss 1.6202, time 23.06ms, mfu 0.00%
iter 391: loss 1.4252, time 22.73ms, mfu 0.00%
iter 392: loss 1.4432, time 23.88ms, mfu 0.00%
iter 393: loss 1.4637, time 24.50ms, mfu 0.00%
iter 394: loss 1.5371, time 26.17ms, mfu 0.00%
iter 395: loss 1.4460, time 26.68ms, mfu 0.00%
iter 396: loss 1.4417, time 32.92ms, mfu 0.00%
iter 397: loss 1.5645, time 31.68ms, mfu 0.00%
iter 398: loss 1.5760, time 26.32ms, mfu 0.00%
iter 399: loss 1.5695, time 23.88ms, mfu 0.00%
iter 400: loss 1.4310, time 24.40ms, mfu 0.00%
iter 401: loss 1.3765, time 27.92ms, mfu 0.00%
iter 402: loss 1.5296, time 28.32ms, mfu 0.00%
iter 403: loss 1.5322, time 25.49ms, mfu 0.00%
iter 404: loss 1.5022, time 28.10ms, mfu 0.00%
iter 405: loss 1.5433, time 33.99ms, mfu 0.00%
iter 406: loss 1.4866, time 24.87ms, mfu 0.00%
iter 407: loss 1.5677, time 23.07ms, mfu 0.00%
iter 408: loss 1.4852, time 40.40ms, mfu 0.00%
iter 409: loss 1.5123, time 24.75ms, mfu 0.00%
iter 410: loss 1.4950, time 37.54ms, mfu 0.00%
iter 411: loss 1.5431, time 26.95ms, mfu 0.00%
iter 412: loss 1.4694, time 34.08ms, mfu 0.00%
iter 413: loss 1.4053, time 36.48ms, mfu 0.00%
iter 414: loss 1.5743, time 23.97ms, mfu 0.00%
iter 415: loss 1.4603, time 36.72ms, mfu 0.00%
iter 416: loss 1.4751, time 42.93ms, mfu 0.00%
iter 417: loss 1.4970, time 25.66ms, mfu 0.00%
iter 418: loss 1.5375, time 30.62ms, mfu 0.00%
iter 419: loss 1.4970, time 22.57ms, mfu 0.00%
iter 420: loss 1.3909, time 45.33ms, mfu 0.00%
iter 421: loss 1.4340, time 28.55ms, mfu 0.00%
iter 422: loss 1.5553, time 46.65ms, mfu 0.00%
iter 423: loss 1.4192, time 27.99ms, mfu 0.00%
iter 424: loss 1.4723, time 34.60ms, mfu 0.00%
