Overriding config with config/train_noli_me_tangere_char.py:
# train a miniature character-level small GPT

out_dir = 'out-noli_me_tangere-char'
eval_interval = 120 # keep frequent because we'll overfit
eval_iters = 20
log_interval = 1 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like

dataset = 'noli_me_tangere_char'
gradient_accumulation_steps = 1
batch_size = 10
block_size = 32 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 3
n_head = 4
n_embd = 64
dropout = 0.01

learning_rate = 2.5e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 50 # not super necessary potentially

device = 'cpu'  # run on cpu only
compile = False # do not torch compile the model


tokens per iteration will be: 320
found vocab_size = 82 (inside data/noli_me_tangere_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 0.15M
num decayed parameter tensors: 14, with 154,752 parameters
iter 150: loss 2.1430, time 33.55ms, mfu 0.01%
iter 151: loss 2.2607, time 49.58ms, mfu 0.00%
iter 152: loss 2.3194, time 39.32ms, mfu 0.00%
iter 153: loss 2.3421, time 30.92ms, mfu 0.00%
iter 154: loss 2.2318, time 18.88ms, mfu 0.00%
iter 155: loss 2.2002, time 32.39ms, mfu 0.00%
iter 156: loss 2.3981, time 60.82ms, mfu 0.00%
iter 157: loss 2.4024, time 21.54ms, mfu 0.00%
iter 158: loss 2.2132, time 34.71ms, mfu 0.00%
iter 159: loss 2.4481, time 29.95ms, mfu 0.00%
iter 160: loss 2.3224, time 14.09ms, mfu 0.00%
iter 161: loss 2.2370, time 31.46ms, mfu 0.00%
iter 162: loss 2.0903, time 13.59ms, mfu 0.00%
iter 163: loss 2.3527, time 12.61ms, mfu 0.00%
iter 164: loss 2.3339, time 12.40ms, mfu 0.01%
iter 165: loss 2.0463, time 13.02ms, mfu 0.01%
iter 166: loss 2.2640, time 12.33ms, mfu 0.01%
iter 167: loss 2.0986, time 12.87ms, mfu 0.01%
iter 168: loss 2.1609, time 12.18ms, mfu 0.01%
iter 169: loss 2.2065, time 12.87ms, mfu 0.01%
iter 170: loss 2.2697, time 13.30ms, mfu 0.01%
iter 171: loss 2.0227, time 33.17ms, mfu 0.01%
iter 172: loss 2.1688, time 31.91ms, mfu 0.01%
iter 173: loss 2.2611, time 36.94ms, mfu 0.01%
iter 174: loss 2.0688, time 32.86ms, mfu 0.01%
iter 175: loss 2.1369, time 12.63ms, mfu 0.01%
iter 176: loss 2.1904, time 14.90ms, mfu 0.01%
iter 177: loss 2.2352, time 33.09ms, mfu 0.01%
iter 178: loss 2.2638, time 13.16ms, mfu 0.01%
iter 179: loss 2.2716, time 12.63ms, mfu 0.01%
iter 180: loss 2.1630, time 12.56ms, mfu 0.01%
iter 181: loss 2.1057, time 12.08ms, mfu 0.01%
iter 182: loss 2.2493, time 12.58ms, mfu 0.01%
iter 183: loss 2.2627, time 12.40ms, mfu 0.01%
iter 184: loss 2.2615, time 12.50ms, mfu 0.01%
iter 185: loss 2.2984, time 12.53ms, mfu 0.01%
iter 186: loss 2.0434, time 12.01ms, mfu 0.01%
iter 187: loss 2.1612, time 32.12ms, mfu 0.01%
iter 188: loss 2.2521, time 13.89ms, mfu 0.01%
iter 189: loss 2.3201, time 12.62ms, mfu 0.01%
iter 190: loss 2.0365, time 34.99ms, mfu 0.01%
iter 191: loss 2.0886, time 34.53ms, mfu 0.01%
iter 192: loss 2.2343, time 15.44ms, mfu 0.01%
iter 193: loss 2.1816, time 13.49ms, mfu 0.01%
iter 194: loss 2.2018, time 14.44ms, mfu 0.01%
iter 195: loss 2.0705, time 12.40ms, mfu 0.01%
iter 196: loss 2.2572, time 13.94ms, mfu 0.01%
iter 197: loss 2.1361, time 13.31ms, mfu 0.01%
iter 198: loss 2.2254, time 12.93ms, mfu 0.01%
iter 199: loss 2.2126, time 12.46ms, mfu 0.01%
iter 200: loss 2.3061, time 14.50ms, mfu 0.01%
iter 201: loss 2.2857, time 14.18ms, mfu 0.01%
iter 202: loss 2.2172, time 13.29ms, mfu 0.01%
iter 203: loss 2.0665, time 14.22ms, mfu 0.01%
iter 204: loss 2.1637, time 34.22ms, mfu 0.01%
iter 205: loss 2.1442, time 31.80ms, mfu 0.01%
iter 206: loss 2.2339, time 12.07ms, mfu 0.01%
iter 207: loss 2.2174, time 12.21ms, mfu 0.01%
iter 208: loss 2.2055, time 13.90ms, mfu 0.01%
iter 209: loss 2.2425, time 13.73ms, mfu 0.01%
iter 210: loss 2.4162, time 14.02ms, mfu 0.01%
iter 211: loss 2.1510, time 32.52ms, mfu 0.01%
iter 212: loss 2.3215, time 34.52ms, mfu 0.01%
iter 213: loss 2.1661, time 16.91ms, mfu 0.01%
iter 214: loss 2.1493, time 41.30ms, mfu 0.01%
iter 215: loss 2.2589, time 34.80ms, mfu 0.01%
iter 216: loss 2.2314, time 15.95ms, mfu 0.01%
iter 217: loss 2.1291, time 13.61ms, mfu 0.01%
iter 218: loss 2.2008, time 13.04ms, mfu 0.01%
iter 219: loss 2.2392, time 13.05ms, mfu 0.01%
iter 220: loss 2.0223, time 13.87ms, mfu 0.01%
iter 221: loss 2.2213, time 13.15ms, mfu 0.01%
iter 222: loss 2.2077, time 12.44ms, mfu 0.01%
iter 223: loss 1.9960, time 14.66ms, mfu 0.01%
iter 224: loss 2.0915, time 31.71ms, mfu 0.01%
iter 225: loss 2.0432, time 12.57ms, mfu 0.01%
iter 226: loss 2.2505, time 33.17ms, mfu 0.01%
iter 227: loss 2.1800, time 32.47ms, mfu 0.01%
iter 228: loss 2.1896, time 35.47ms, mfu 0.01%
iter 229: loss 2.1277, time 51.32ms, mfu 0.01%
iter 230: loss 2.1305, time 32.12ms, mfu 0.00%
iter 231: loss 2.2508, time 13.23ms, mfu 0.01%
iter 232: loss 2.3372, time 15.22ms, mfu 0.01%
iter 233: loss 2.0177, time 11.84ms, mfu 0.01%
iter 234: loss 2.1166, time 12.16ms, mfu 0.01%
iter 235: loss 2.2459, time 12.81ms, mfu 0.01%
iter 236: loss 2.0095, time 12.91ms, mfu 0.01%
iter 237: loss 2.0769, time 12.53ms, mfu 0.01%
iter 238: loss 2.1753, time 12.39ms, mfu 0.01%
iter 239: loss 2.2828, time 12.31ms, mfu 0.01%
step 240: train loss 2.1697, val loss 2.1635
saving checkpoint to out-noli_me_tangere-char
iter 240: loss 2.1361, time 138.61ms, mfu 0.01%
iter 241: loss 1.9804, time 13.84ms, mfu 0.01%
iter 242: loss 2.3148, time 13.29ms, mfu 0.01%
iter 243: loss 2.0517, time 17.41ms, mfu 0.01%
iter 244: loss 2.0690, time 53.13ms, mfu 0.01%
iter 245: loss 2.1678, time 35.28ms, mfu 0.01%
iter 246: loss 2.2645, time 34.38ms, mfu 0.01%
iter 247: loss 2.2777, time 32.36ms, mfu 0.01%
iter 248: loss 2.2059, time 13.33ms, mfu 0.01%
iter 249: loss 2.1491, time 13.22ms, mfu 0.01%
iter 250: loss 2.1772, time 12.91ms, mfu 0.01%
iter 251: loss 2.0231, time 14.04ms, mfu 0.01%
iter 252: loss 2.2343, time 49.47ms, mfu 0.01%
iter 253: loss 2.1295, time 31.67ms, mfu 0.01%
iter 254: loss 2.2824, time 12.33ms, mfu 0.01%
iter 255: loss 2.1529, time 11.93ms, mfu 0.01%
iter 256: loss 2.0858, time 13.06ms, mfu 0.01%
iter 257: loss 2.1868, time 12.53ms, mfu 0.01%
iter 258: loss 2.0784, time 11.93ms, mfu 0.01%
iter 259: loss 2.2695, time 12.62ms, mfu 0.01%
iter 260: loss 2.4022, time 14.61ms, mfu 0.01%
iter 261: loss 2.1429, time 12.68ms, mfu 0.01%
iter 262: loss 2.1474, time 35.01ms, mfu 0.01%
iter 263: loss 2.3170, time 33.20ms, mfu 0.01%
iter 264: loss 2.2230, time 28.13ms, mfu 0.01%
iter 265: loss 2.1204, time 32.80ms, mfu 0.01%
iter 266: loss 2.0975, time 31.52ms, mfu 0.01%
iter 267: loss 2.2873, time 12.21ms, mfu 0.01%
iter 268: loss 2.0485, time 12.98ms, mfu 0.01%
iter 269: loss 2.2473, time 12.13ms, mfu 0.01%
iter 270: loss 2.1649, time 12.51ms, mfu 0.01%
iter 271: loss 2.0208, time 11.77ms, mfu 0.01%
iter 272: loss 2.1282, time 14.26ms, mfu 0.01%
iter 273: loss 1.9875, time 12.70ms, mfu 0.01%
iter 274: loss 2.0328, time 12.04ms, mfu 0.01%
iter 275: loss 1.9984, time 12.95ms, mfu 0.01%
iter 276: loss 2.2271, time 16.82ms, mfu 0.01%
iter 277: loss 2.1920, time 14.59ms, mfu 0.01%
iter 278: loss 2.2570, time 13.97ms, mfu 0.01%
iter 279: loss 2.2711, time 18.64ms, mfu 0.01%
iter 280: loss 2.3366, time 12.60ms, mfu 0.01%
iter 281: loss 1.9472, time 12.61ms, mfu 0.01%
iter 282: loss 2.0343, time 16.75ms, mfu 0.01%
iter 283: loss 2.3412, time 13.95ms, mfu 0.01%
iter 284: loss 2.0436, time 12.57ms, mfu 0.01%
iter 285: loss 2.2411, time 12.52ms, mfu 0.01%
iter 286: loss 2.2486, time 16.71ms, mfu 0.01%
iter 287: loss 2.2013, time 31.66ms, mfu 0.01%
iter 288: loss 2.1076, time 20.89ms, mfu 0.01%
iter 289: loss 2.2544, time 31.50ms, mfu 0.01%
iter 290: loss 2.2123, time 21.05ms, mfu 0.01%
iter 291: loss 2.1375, time 37.81ms, mfu 0.01%
iter 292: loss 2.2369, time 32.95ms, mfu 0.01%
iter 293: loss 2.1700, time 31.38ms, mfu 0.01%
iter 294: loss 1.9863, time 33.04ms, mfu 0.01%
iter 295: loss 2.2054, time 22.93ms, mfu 0.00%
iter 296: loss 2.1392, time 35.83ms, mfu 0.00%
iter 297: loss 2.2372, time 13.14ms, mfu 0.01%
iter 298: loss 2.1970, time 13.12ms, mfu 0.01%
iter 299: loss 1.8440, time 13.65ms, mfu 0.01%
iter 300: loss 2.0272, time 19.28ms, mfu 0.01%
iter 301: loss 2.1624, time 33.92ms, mfu 0.01%
iter 302: loss 2.2239, time 13.76ms, mfu 0.01%
iter 303: loss 2.0993, time 12.57ms, mfu 0.01%
iter 304: loss 2.1267, time 12.52ms, mfu 0.01%
iter 305: loss 2.2333, time 15.74ms, mfu 0.01%
iter 306: loss 2.1835, time 32.04ms, mfu 0.01%
iter 307: loss 2.0823, time 14.08ms, mfu 0.01%
iter 308: loss 2.0270, time 14.21ms, mfu 0.01%
iter 309: loss 1.9827, time 12.89ms, mfu 0.01%
iter 310: loss 2.1592, time 12.77ms, mfu 0.01%
iter 311: loss 2.1554, time 19.50ms, mfu 0.01%
iter 312: loss 2.2227, time 31.33ms, mfu 0.01%
iter 313: loss 1.9897, time 17.66ms, mfu 0.01%
iter 314: loss 2.0322, time 32.40ms, mfu 0.01%
iter 315: loss 2.0888, time 55.10ms, mfu 0.01%
iter 316: loss 2.2533, time 21.36ms, mfu 0.01%
iter 317: loss 1.9419, time 32.60ms, mfu 0.01%
iter 318: loss 2.1048, time 16.07ms, mfu 0.01%
iter 319: loss 2.2931, time 12.39ms, mfu 0.01%
iter 320: loss 2.1269, time 12.06ms, mfu 0.01%
iter 321: loss 2.3306, time 20.00ms, mfu 0.01%
iter 322: loss 2.2225, time 30.49ms, mfu 0.01%
iter 323: loss 2.2084, time 17.40ms, mfu 0.01%
iter 324: loss 2.0663, time 13.16ms, mfu 0.01%
iter 325: loss 2.2168, time 12.18ms, mfu 0.01%
iter 326: loss 2.1598, time 16.24ms, mfu 0.01%
iter 327: loss 2.0526, time 34.90ms, mfu 0.01%
iter 328: loss 2.0507, time 33.12ms, mfu 0.01%
iter 329: loss 2.1017, time 36.26ms, mfu 0.01%
iter 330: loss 2.0436, time 33.99ms, mfu 0.00%
iter 331: loss 2.0558, time 36.44ms, mfu 0.00%
iter 332: loss 2.1641, time 39.49ms, mfu 0.00%
iter 333: loss 2.1084, time 41.53ms, mfu 0.00%
iter 334: loss 1.9111, time 33.80ms, mfu 0.00%
iter 335: loss 2.1980, time 18.53ms, mfu 0.00%
iter 336: loss 2.1302, time 31.37ms, mfu 0.00%
iter 337: loss 2.0865, time 20.20ms, mfu 0.00%
iter 338: loss 2.1320, time 29.68ms, mfu 0.00%
iter 339: loss 2.1385, time 17.41ms, mfu 0.00%
iter 340: loss 2.0175, time 32.15ms, mfu 0.00%
iter 341: loss 2.0987, time 51.50ms, mfu 0.00%
iter 342: loss 1.9576, time 33.24ms, mfu 0.00%
iter 343: loss 2.4185, time 36.75ms, mfu 0.00%
iter 344: loss 2.2336, time 31.29ms, mfu 0.00%
iter 345: loss 2.0559, time 20.92ms, mfu 0.00%
iter 346: loss 2.0821, time 35.13ms, mfu 0.00%
iter 347: loss 2.2987, time 38.92ms, mfu 0.00%
iter 348: loss 2.0835, time 23.21ms, mfu 0.00%
iter 349: loss 2.1577, time 32.14ms, mfu 0.00%
iter 350: loss 2.2774, time 18.04ms, mfu 0.00%
iter 351: loss 2.0223, time 32.13ms, mfu 0.00%
iter 352: loss 2.0798, time 33.83ms, mfu 0.00%
iter 353: loss 2.0512, time 15.54ms, mfu 0.00%
iter 354: loss 2.0147, time 14.86ms, mfu 0.00%
iter 355: loss 2.1650, time 12.66ms, mfu 0.00%
iter 356: loss 2.1768, time 14.67ms, mfu 0.00%
iter 357: loss 2.0673, time 13.56ms, mfu 0.01%
iter 358: loss 2.1681, time 52.84ms, mfu 0.00%
iter 359: loss 2.0334, time 35.74ms, mfu 0.00%
step 360: train loss 2.0901, val loss 2.0830
saving checkpoint to out-noli_me_tangere-char
iter 360: loss 2.0199, time 214.39ms, mfu 0.00%
iter 361: loss 1.9981, time 36.93ms, mfu 0.00%
iter 362: loss 2.0764, time 35.48ms, mfu 0.00%
iter 363: loss 2.1502, time 32.46ms, mfu 0.00%
iter 364: loss 2.2023, time 32.04ms, mfu 0.00%
iter 365: loss 2.5007, time 30.63ms, mfu 0.00%
iter 366: loss 2.1589, time 11.94ms, mfu 0.00%
iter 367: loss 1.9900, time 12.06ms, mfu 0.00%
iter 368: loss 2.1007, time 13.02ms, mfu 0.00%
iter 369: loss 2.0401, time 11.61ms, mfu 0.01%
iter 370: loss 2.0944, time 12.64ms, mfu 0.01%
iter 371: loss 2.0321, time 13.02ms, mfu 0.01%
iter 372: loss 2.0048, time 12.19ms, mfu 0.01%
iter 373: loss 2.0366, time 11.58ms, mfu 0.01%
iter 374: loss 2.0336, time 12.27ms, mfu 0.01%
iter 375: loss 1.9453, time 12.21ms, mfu 0.01%
iter 376: loss 2.1648, time 13.59ms, mfu 0.01%
iter 377: loss 2.1620, time 11.86ms, mfu 0.01%
iter 378: loss 2.1356, time 12.19ms, mfu 0.01%
iter 379: loss 1.9985, time 11.64ms, mfu 0.01%
iter 380: loss 1.9851, time 31.05ms, mfu 0.01%
iter 381: loss 2.1543, time 12.78ms, mfu 0.01%
iter 382: loss 1.9768, time 12.10ms, mfu 0.01%
iter 383: loss 2.1918, time 12.41ms, mfu 0.01%
iter 384: loss 1.9504, time 12.84ms, mfu 0.01%
iter 385: loss 2.0001, time 11.82ms, mfu 0.01%
iter 386: loss 2.0348, time 12.79ms, mfu 0.01%
iter 387: loss 2.1381, time 12.62ms, mfu 0.01%
iter 388: loss 2.2389, time 11.66ms, mfu 0.01%
iter 389: loss 2.0717, time 12.01ms, mfu 0.01%
iter 390: loss 2.1513, time 11.45ms, mfu 0.01%
iter 391: loss 2.1068, time 12.37ms, mfu 0.01%
iter 392: loss 2.0303, time 12.22ms, mfu 0.01%
iter 393: loss 1.9962, time 11.92ms, mfu 0.01%
iter 394: loss 2.0235, time 11.92ms, mfu 0.01%
iter 395: loss 2.0841, time 12.57ms, mfu 0.01%
iter 396: loss 2.0710, time 12.04ms, mfu 0.01%
iter 397: loss 2.0436, time 12.95ms, mfu 0.01%
iter 398: loss 2.1943, time 11.80ms, mfu 0.01%
iter 399: loss 2.0413, time 12.68ms, mfu 0.01%
iter 400: loss 1.9829, time 11.53ms, mfu 0.01%
iter 401: loss 1.8874, time 11.56ms, mfu 0.01%
iter 402: loss 2.0086, time 12.12ms, mfu 0.01%
iter 403: loss 2.0217, time 30.65ms, mfu 0.01%
iter 404: loss 1.9799, time 12.06ms, mfu 0.01%
iter 405: loss 2.0906, time 11.75ms, mfu 0.01%
iter 406: loss 2.1002, time 15.60ms, mfu 0.01%
iter 407: loss 2.0098, time 12.75ms, mfu 0.01%
iter 408: loss 2.1436, time 11.89ms, mfu 0.01%
iter 409: loss 1.9353, time 11.52ms, mfu 0.01%
iter 410: loss 2.1431, time 12.85ms, mfu 0.01%
iter 411: loss 2.0550, time 12.16ms, mfu 0.01%
iter 412: loss 2.0258, time 12.51ms, mfu 0.01%
iter 413: loss 2.0851, time 12.66ms, mfu 0.01%
iter 414: loss 2.1927, time 23.45ms, mfu 0.01%
iter 415: loss 2.0287, time 23.05ms, mfu 0.01%
iter 416: loss 2.0330, time 21.49ms, mfu 0.01%
iter 417: loss 2.1596, time 33.70ms, mfu 0.01%
iter 418: loss 2.0408, time 33.33ms, mfu 0.01%
iter 419: loss 1.9376, time 11.71ms, mfu 0.01%
iter 420: loss 1.8960, time 15.19ms, mfu 0.01%
iter 421: loss 1.9195, time 12.56ms, mfu 0.01%
iter 422: loss 2.2224, time 12.28ms, mfu 0.01%
iter 423: loss 2.1685, time 33.99ms, mfu 0.01%
iter 424: loss 1.9533, time 35.69ms, mfu 0.01%
